Token;Tag
 ;I_Ref. Legislativa
I;I_Ref. Legislativa
 ;I_Ref. Legislativa
e;I_Ref. Legislativa
 ;I_Ref. Legislativa
II;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
RISTF;I_Ref. Legislativa
);I_Ref. Legislativa
,;O
 ;O
a;O
 ;O
fim;O
 ;O
de;O
,;O
 ;O
monocraticamente;O
,;O
 ;O
homologar;O
 ;O
acordos;O
 ;O
de;O
 ;O
colaboração;O
 ;O
premiada;O
,;O
 ;O
oportunidade;O
 ;O
na;O
 ;O
qual;O
 ;O
se;O
 ;O
restringe;O
 ;O
ao;O
 ;O
juízo;O
 ;O
de;O
 ;O
regularidade;O
,;O
 ;O
legalidade;O
 ;O
e;O
 ;O
voluntariedade;O
 ;O
da;O
 ;O
avença;O
,;O
 ;O
nos;O
 ;O
limites;O
 ;O
do;O
 ;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
4ª;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
§;I_Ref. Legislativa
 ;I_Ref. Legislativa
7º;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
da;I_Ref. Legislativa
 ;I_Ref. Legislativa
Lei;I_Ref. Legislativa
 ;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
12.850/2013;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;O
"
";O
"
";O
2;O
.;O
 ;O
O;O
 ;O
juízo;O
 ;O
sobre;O
 ;O
os;O
 ;O
termos;O
 ;O
do;O
 ;O
acordo;O
 ;O
de;O
 ;O
colaboração;O
,;O
 ;O
seu;O
 ;O
cumprimento;O
 ;O
e;O
 ;O
sua;O
 ;O
eficácia;O
,;O
 ;O
conforme;O
 ;O
preceitua;O
 ;O
o;O
 ;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
4º;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
§;I_Ref. Legislativa
 ;I_Ref. Legislativa
11;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
da;I_Ref. Legislativa
 ;I_Ref. Legislativa
Lei;I_Ref. Legislativa
 ;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
12.850/2013;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;O
dá;O
-;O
se;O
 ;O
por;O
 ;O
ocasião;O
 ;O
da;O
 ;O
prolação;O
 ;O
da;O
 ;O
sentença;O
 ;O
(;O
e;O
 ;O
no;O
 ;O
Supremo;O
 ;O
Tribunal;O
 ;O
Federal;O
,;O
 ;O
em;O
 ;O
decisão;O
 ;O
colegiada;O
);O
,;O
 ;O
não;O
 ;O
se;O
 ;O
impondo;O
 ;O
na;O
 ;O
fase;O
 ;O
homologatória;O
 ;O
tal;O
 ;O
exame;O
 ;O
previsto;O
 ;O
pela;O
 ;O
lei;O
 ;O
como;O
 ;O
controle;O
 ;O
jurisdicional;O
 ;O
diferido;O
,;O
 ;O
sob;O
 ;O
pena;O
 ;O
de;O
 ;O
malferir;O
 ;O
a;O
 ;O
norma;O
 ;O
prevista;O
 ;O
no;O
 ;O
§;B_Ref. Legislativa
 ;I_Ref. Legislativa
6º;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
4º;I_Ref. Legislativa
 ;I_Ref. Legislativa
da;I_Ref. Legislativa
 ;I_Ref. Legislativa
referida;I_Ref. Legislativa
 ;I_Ref. Legislativa
Lei;I_Ref. Legislativa
 ;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
12.850/2013;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;O
que;O
 ;O
veda;O
 ;O
a;O
 ;O
participação;O
 ;O
do;O
 ;O
juiz;O
 ;O
nas;O
 ;O
negociações;O
,;O
 ;O
conferindo;O
,;O
 ;O
assim;O
,;O
 ;O
concretude;O
 ;O
ao;O
 ;O
princípio;O
 ;O
acusatório;O
 ;O
que;O
 ;O
rege;O
 ;O
o;O
 ;O
processo;O
 ;O
penal;O
 ;O
no;O
 ;O
Estado;O
 ;O
Democrático;O
 ;O
de;O
 ;O
Direito;O
.;O
 ;O
"
";O
"
";O
Ementa;O
 ;O
e;O
 ;O
Acórdão;O
 ;O
"
";O
"
";O
3;O
.;O
 ;O
Questão;O
 ;O
de;O
 ;O
ordem;O
 ;O
que;O
 ;O
se;O
 ;O
desdobra;O
 ;O
em;O
 ;O
três;O
 ;O
pontos;O
 ;O
para;O
:;O
 ;O
(;O
i;O
);O
 ;O
resguardar;O
 ;O
a;O
 ;O
competência;O
 ;O
do;O
 ;O
Tribunal;O
 ;O
Pleno;O
 ;O
para;O
 ;O
o;O
 ;O
julgamento;O
 ;O
de;O
 ;O
mérito;O
 ;O
sobre;O
 ;O
os;O
 ;O
termos;O
 ;O
e;O
 ;O
a;O
 ;O
eficácia;O
 ;O
da;O
 ;O
colaboração;O
,;O
 ;O
(;O
ii;O
);O
 ;O
reafirmar;O
,;O
 ;O
dentre;O
 ;O
os;O
 ;O
poderes;O
 ;O
instrutórios;O
 ;O
do;O
 ;O
Relator;O
 ;O
(;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
21;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
RISTF;I_Ref. Legislativa
);I_Ref. Legislativa
,;O
 ;O
a;O
 ;O
atribuição;O
 ;O
para;O
 ;O
homologar;O
 ;O
acordo;O
 ;O
de;O
 ;O
colaboração;O
 ;O
"premiada;";O
 ;O
(;O
iii;O
);O
 ;O
salvo;O
 ;O
ilegalidade;O
 ;O
superveniente;O
 ;O
apta;O
 ;O
a;O
 ;O
justificar;O
 ;O
nulidade;O
 ;O
ou;O
 ;O
anulação;O
 ;O
do;O
 ;O
negócio;O
 ;O
jurídico;O
,;O
 ;O
acordo;O
 ;O
homologado;O
 ;O
como;O
 ;O
regular;O
,;O
 ;O
voluntário;O
 ;O
e;O
 ;O
legal;O
,;O
 ;O
em;O
 ;O
regra;O
,;O
 ;O
deve;O
 ;O
ser;O
 ;O
observado;O
 ;O
mediante;O
 ;O
o;O
 ;O
cumprimento;O
 ;O
dos;O
 ;O
deveres;O
 ;O
assumidos;O
 ;O
pelo;O
 ;O
colaborador;O
,;O
 ;O
sendo;O
,;O
 ;O
nos;O
 ;O
termos;O
 ;O
do;O
 ;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
966;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
§;I_Ref. Legislativa
 ;I_Ref. Legislativa
4º;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
Código;I_Ref. Legislativa
 ;I_Ref. Legislativa
de;I_Ref. Legislativa
 ;I_Ref. Legislativa
Processo;I_Ref. Legislativa
 ;I_Ref. Legislativa
Civil;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;O
possível;O
 ;O
ao;O
 ;O
Plenário;O
 ;O
analisar;O
 ;O
sua;O
 ;O
legalidade;O
.;O
 ;O
"
";O
"
";O
A;O
 ;O
C;O
 ;O
Ó;O
 ;O
R;O
 ;O
D;O
 ;O
Ã;O
 ;O
O;O
 ;O
"
";O
"
";O
Vistos;O
,;O
 ;O
relatados;O
 ;O
e;O
 ;O
discutidos;O
 ;O
estes;O
 ;O
autos;O
,;O
 ;O
acordam;O
 ;O
os;O
 ;O
Ministros;O
 ;O
do;O
 ;O
Supremo;O
 ;O
Tribunal;O
 ;O
Federal;O
,;O
 ;O
em;O
 ;O
Sessão;O
 ;O
Plenária;O
,;O
 ;O
sob;O
 ;O
a;O
 ;O
Presidência;O
 ;O
da;O
 ;O
Ministra;B_Pessoa
 ;I_Pessoa
Cármen;I_Pessoa
 ;I_Pessoa
Lúcia;I_Pessoa
,;I_Pessoa
 ;O
na;O
 ;O
conformidade;O
 ;O
da;O
 ;O
ata;O
 ;O
de;O
 ;O
julgamento;O
 ;O
e;O
 ;O
das;O
 ;O
notas;O
 ;O
taquigráficas;O
,;O
 ;O
por;O
 ;O
maioria;O
 ;O
de;O
 ;O
votos;O
,;O
 ;O
vencidos;O
 ;O
os;O
 ;O
Ministros;B_Pessoa
 ;I_Pessoa
Marco;I_Pessoa
 ;I_Pessoa
Aurélio;I_Pessoa
 ;I_Pessoa
e;O
 ;O
Gilmar;B_Pessoa
 ;I_Pessoa
Mendes;I_Pessoa
,;I_Pessoa
 ;O
resolver;O
 ;O
questão;O
 ;O
de;O
 ;O
ordem;O
 ;O
suscitada;O
 ;O
pelo;O
 ;O
Ministro;B_Pessoa
 ;I_Pessoa
Marco;I_Pessoa
 ;I_Pessoa
Aurélio;I_Pessoa
 ;I_Pessoa
no;O
 ;O
sentido;O
 ;O
de;O
 ;O
que;O
 ;O
o;O
 ;O
entendimento;O
 ;O
adotado;O
 ;O
no;O
 ;O
julgamento;O
 ;O
da;O
 ;O
questão;O
 ;O
de;O
 ;O
ordem;O
 ;O
na;O
 ;O
PET;B_Precedente
 ;I_Precedente
7074;I_Precedente
 ;I_Precedente
se;O
 ;O
estende;O
 ;O
a;O
 ;O
outros;O
 ;O
casos;O
.;O
 ;O
Em;O
 ;O
seguida;O
,;O
 ;O
o;O
 ;O
Tribunal;O
,;O
 ;O
nos;O
 ;O
termos;O
 ;O
do;O
 ;O
voto;O
 ;O
do;O
 ;O
Relator;O
,;O
 ;O
ora;O
 ;O
reajustado;O
,;O
 ;O
resolveu;O
 ;O
questão;O
 ;O
de;O
 ;O
ordem;O
 ;O
no;O
 ;O
sentido;O
 ;O
de;O
 ;O
reafirmar;O
,;O
 ;O
nos;O
 ;O
limites;O
 ;O
dos;O
 ;B_Ref. Legislativa
§;I_Ref. Legislativa
 ;I_Ref. Legislativa
7º;I_Ref. Legislativa
 ;I_Ref. Legislativa
e;I_Ref. Legislativa
 ;I_Ref. Legislativa
§;I_Ref. Legislativa
 ;I_Ref. Legislativa
11;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
4º;I_Ref. Legislativa
 ;I_Ref. Legislativa
da;I_Ref. Legislativa
 ;I_Ref. Legislativa
Lei;I_Ref. Legislativa
 ;I_Ref. Legislativa
12.850/2013;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;O
e;O
 ;O
incs;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
I;I_Ref. Legislativa
 ;I_Ref. Legislativa
e;I_Ref. Legislativa
 ;I_Ref. Legislativa
II;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
21;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
RI;I_Ref. Legislativa
/;I_Ref. Legislativa
STF;I_Ref. Legislativa
:;I_Ref. Legislativa
 ;O
i;O
);O
 ;O
a;O
 ;O
atribuição;O
 ;O
do;O
 ;O
Relator;O
 ;O
para;O
,;O
 ;O
monocraticamente;O
,;O
 ;O
homologar;O
 ;O
acordos;O
 ;O
de;O
 ;O
colaboração;O
 ;O
premiada;O
,;O
 ;O
oportunidade;O
 ;O
na;O
 ;O
qual;O
 ;O
se;O
 ;O
limita;O
 ;O
ao;O
 ;O
juízo;O
 ;O
de;O
 ;O
regularidade;O
,;O
 ;O
legalidade;O
 ;O
e;O
 ;O
voluntariedade;O
 ;O
da;O
 ;O
avença;O
,;O
 ;O
vencidos;O
 ;O
os;O
 ;O
Ministros;B_Pessoa
 ;I_Pessoa
Gilmar;I_Pessoa
 ;I_Pessoa
Mendes;I_Pessoa
 ;I_Pessoa
e;O
 ;O
Marco;B_Pessoa
 ;I_Pessoa
"Aurélio;";I_Pessoa
 ;O
ii;O
);O
 ;O
a;O
 ;O
competência;O
 ;O
colegiada;O
 ;O
do;O
 ;O
Supremo;O
 ;O
Tribunal;O
 ;O
Federal;O
,;O
 ;O
em;O
 ;O
decisão;O
 ;O
final;O
 ;O
de;O
 ;O
mérito;O
,;O
 ;O
para;O
 ;O
avaliar;O
 ;O
o;O
 ;O
cumprimento;O
 ;O
dos;O
 ;O
termos;O
 ;O
bem;O
 ;O
como;O
 ;O
a;O
 ;O
eficácia;O
 ;O
do;O
 ;O
acordo;O
,;O
 ;O
vencidos;O
,;O
 ;O
nos;O
 ;O
termos;O
 ;O
de;O
 ;O
seus;O
 ;O
votos;O
,;O
 ;O
os;O
 ;O
Ministros;B_Pessoa
 ;I_Pessoa
Ricardo;I_Pessoa
 ;I_Pessoa
Lewandowski;I_Pessoa
,;I_Pessoa
 ;O
Gilmar;B_Pessoa
 ;I_Pessoa
Mendes;I_Pessoa
 ;I_Pessoa
e;O
 ;O
Marco;B_Pessoa
 ;I_Pessoa
"Aurélio;";I_Pessoa
 ;O
iii;O
);O
 ;O
que;O
 ;O
o;O
 ;O
acordo;O
 ;O
homologado;O
 ;O
como;O
 ;O
regular;O
,;O
 ;O
voluntário;O
 ;O
e;O
 ;O
legal;O
 ;O
em;O
 ;O
regra;O
 ;O
haverá;O
 ;O
de;O
 ;O
ser;O
 ;O
observado;O
 ;O
mediante;O
 ;O
o;O
 ;O
cumprimento;O
 ;O
dos;O
 ;O
deveres;O
 ;O
assumidos;O
 ;O
pelo;O
 ;O
colaborador;O
,;O
 ;O
sendo;O
 ;O
possível;O
 ;O
ao;O
 ;O
Plenário;O
 ;O
a;O
 ;O
análise;O
 ;O
de;O
 ;O
sua;O
 ;O
legalidade;O
,;O
 ;O
nos;O
 ;O
termos;O
 ;O
do;O
 ;O
§;B_Ref. Legislativa
 ;I_Ref. Legislativa
4º;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
966;I_Ref. Legislativa
 ;I_Ref. Legislativa
do;I_Ref. Legislativa
 ;I_Ref. Legislativa
"
";O
"
";O
Ementa;O
 ;O
e;O
 ;O
Acórdão;O
 ;O
"
";O
"
";O
CPC;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;O
"
";O
"
";O
Brasília;O
,;O
 ;O
29;O
 ;O
de;O
 ;O
junho;O
 ;O
de;O
 ;O
2017;O
.;O
 ;O
"
";O
"
";O
Ministro;B_Pessoa
 ;I_Pessoa
EDSON;I_Pessoa
 ;I_Pessoa
FACHIN;I_Pessoa
 ;I_Pessoa
"
";O
"
";O
Relator;O
 ;O
"
";O
"
";O
Preliminar;O
 ;O
"
";O
"
";O
21/06/2017;O
 ;O
PLENÁRIO;O
 ;O
"
";O
"
";O
QUESTÃO;O
 ;O
DE;O
 ;O
ORDEM;O
 ;O
NA;O
 ;O
PETIÇÃO;B_Precedente
 ;I_Precedente
7.074;I_Precedente
 ;I_Precedente
DISTRITO;I_Precedente
 ;I_Precedente
FEDERAL;I_Precedente
 ;I_Precedente
"
";O
"
";O
PRELIMINAR;O
 ;O
"
";O
"
";O
A;O
 ;O
SENHORA;O
 ;O
MINISTRA;B_Pessoa
 ;I_Pessoa
CÁRMEN;I_Pessoa
 ;I_Pessoa
LÚCIA;I_Pessoa
 ;I_Pessoa
(;O
PRESIDENTE;O
);O
 ;O
-;O
 ;O
Senhores;O
 ;O
Ministros;O
,;O
 ;O
postos;O
 ;O
em;O
 ;O
mesa;O
,;O
 ;O
por;O
 ;O
solicitação;O
 ;O
do;O
 ;O
Senhor;O
 ;O
Ministro;B_Pessoa
 ;I_Pessoa
Edson;I_Pessoa
 ;I_Pessoa
Fachin;I_Pessoa
,;I_Pessoa
 ;O
a;O
 ;O
Questão;O
 ;O
de;O
 ;O
Ordem;O
 ;O
na;O
 ;O
Petição;B_Precedente
 ;I_Precedente
nº;I_Precedente
 ;I_Precedente
7.074;I_Precedente
 ;I_Precedente
e;O
 ;O
um;O
 ;O
agravo;O
 ;O
nessa;O
 ;O
mesma;O
 ;O
petição;O
.;O
 ;O
Indago;O
 ;O
ao;O
 ;O
Senhor;O
 ;O
Ministro;O
-;O
Relator;O
 ;O
se;O
 ;O
posso;O
 ;O
apregoá;O
-;O
los;O
 ;O
em;O
 ;O
conjunto;O
.;O
 ;O
"
";O
"
";O
O;O
 ;O
SENHOR;O
 ;O
MINISTRO;B_Pessoa
 ;I_Pessoa
EDSON;I_Pessoa
 ;I_Pessoa
FACHIN;I_Pessoa
 ;I_Pessoa
(;O
RELATOR;O
);O
 ;O
-;O
 ;O
Sim;O
,;O
 ;O
sem;O
 ;O
dúvida;O
,;O
 ;O
Senhora;O
 ;O
Presidente;O
.;O
 ;O
"
";O
"
";O
A;O
 ;O
SENHORA;O
 ;O
MINISTRA;B_Pessoa
 ;I_Pessoa
CÁRMEN;I_Pessoa
 ;I_Pessoa
LÚCIA;I_Pessoa
 ;I_Pessoa
(;O
PRESIDENTE;O
);O
 ;O
-;O
 ;O
Também;O
 ;O
indago;O
 ;O
a;O
 ;O
Vossa;O
 ;O
Excelência;O
 ;O
quanto;O
 ;O
a;O
 ;O
dois;O
 ;O
pedidos;O
 ;O
formulados;O
 ;O
para;O
 ;O
sustentação;O
 ;O
oral;O
.;O
 ;O
No;O
 ;O
caso;O
,;O
 ;O
que;O
 ;O
fiz;O
 ;O
encaminhar;O
 ;O
a;O
 ;O
Vossa;O
 ;O
Excelência;O
,;O
 ;O
um;O
 ;O
pedido;O
 ;O
formulado;O
 ;O
por;O
 ;O
Rodrigo;B_Pessoa
 ;I_Pessoa
Santos;I_Pessoa
 ;I_Pessoa
da;I_Pessoa
 ;I_Pessoa
Rocha;I_Pessoa
 ;I_Pessoa
Loures;I_Pessoa
,;I_Pessoa
 ;O
para;O
 ;O
que;O
 ;O
fosse;O
 ;O
a;O
 ;O
questão;O
 ;O
dele;O
 ;O
também;O
 ;O
trazida;O
 ;O
hoje;O
,;O
 ;O
em;O
 ;O
conjunto;O
.;O
 ;O
Encaminhei;O
 ;O
essa;O
 ;O
petição;O
 ;O
ao;O
 ;O
gabinete;O
 ;O
de;O
 ;O
Vossa;O
 ;O
Excelência;O
.;O
 ;O
E;O
,;O
 ;O
quanto;O
 ;O
aos;O
 ;O
pedidos;O
 ;O
de;O
 ;O
sustentação;O
 ;O
oral;O
,;O
 ;O
há;O
 ;O
aqui;O
 ;O
um;O
 ;O
pedido;O
,;O
 ;O
neste;O
 ;O
Agravo;B_Precedente
 ;I_Precedente
Regimental;I_Precedente
 ;I_Precedente
na;I_Precedente
 ;I_Precedente
7.074;I_Precedente
,;I_Precedente
 ;O
para;O
 ;O
que;O
 ;O
houvesse;O
 ;O
a;O
 ;O
admissão;O
 ;O
de;O
 ;O
sustentação;O
 ;O
oral;O
.;O
 ;O
Indago;O
 ;O
de;O
 ;O
Vossa;O
 ;O
Excelência;O
 ;O
quanto;O
 ;O
ao;O
 ;O
encaminhamento;O
 ;O
a;O
 ;O
esses;O
 ;O
dois;O
 ;O
casos;O
.;O
 ;O
"
";O
"
";O
O;O
 ;O
SENHOR;O
 ;O
MINISTRO;B_Pessoa
 ;I_Pessoa
EDSON;I_Pessoa
 ;I_Pessoa
FACHIN;I_Pessoa
 ;I_Pessoa
(;O
RELATOR;O
);O
 ;O
-;O
 ;O
Senhora;O
 ;O
Presidente;O
,;O
 ;O
em;O
 ;O
relação;O
 ;O
às;O
 ;O
sustentações;O
 ;O
orais;O
,;O
 ;O
tenho;O
 ;O
posição;O
 ;O
favorável;O
 ;O
no;O
 ;O
sentido;O
 ;O
de;O
 ;O
que;O
 ;O
reputo;O
 ;O
relevante;O
 ;O
a;O
 ;O
contribuição;O
 ;O
que;O
 ;O
os;O
 ;O
ilustres;O
 ;O
advogados;O
 ;O
vão;O
 ;O
trazer;O
.;O
 ;O
"
";O
"
";O
No;O
 ;O
que;O
 ;O
diz;O
 ;O
respeito;O
 ;O
à;O
 ;O
questão;O
 ;O
de;O
 ;O
ordem;O
,;O
 ;O
aqui;O
 ;O
está;O
 ;O
posta;O
 ;O
uma;O
 ;O
questão;O
 ;O
de;O
 ;O
ordem;O
,;O
 ;O
especificamente;O
,;O
 ;O
tal;O
 ;O
como;O
 ;O
foi;O
 ;O
anunciada;O
.;O
 ;O
Portanto;O
,;O
 ;O
creio;O
 ;O
que;O
 ;O
é;O
 ;O
esta;O
 ;O
que;O
 ;O
está;O
 ;O
pautada;O
,;O
 ;O
mas;O
 ;O
não;O
 ;O
tenho;O
 ;O
objeção;O
 ;O
em;O
 ;O
também;O
 ;O
deferir;O
 ;O
a;O
 ;O
sustentação;O
 ;O
do;O
 ;O
respectivo;O
 ;O
advogado;O
,;O
 ;O
eis;O
 ;O
que;O
 ;O
a;O
 ;O
matéria;O
 ;O
que;O
 ;O
será;O
 ;O
versada;O
 ;O
dialoga;O
 ;O
com;O
 ;O
os;O
 ;O
temas;O
 ;O
que;O
 ;O
já;O
 ;O
estão;O
 ;O
na;O
 ;O
questão;O
 ;O
de;O
 ;O
ordem;O
 ;O
pautada;O
.;O
 ;O
Portanto;O
,;O
 ;O
à;O
 ;O
guisa;O
 ;O
de;O
 ;O
sustentação;O
 ;O
oral;O
,;O
 ;O
a;O
 ;O
minha;O
 ;O
posição;O
 ;O
é;O
 ;O
favorável;O
 ;O
a;O
 ;O
todas;O
 ;O
as;O
 ;O
pretensões;O
 ;O
que;O
 ;O
foram;O
 ;O
apresentadas;O
 ;O
a;O
 ;O
Vossa;O
 ;O
Excelência;O
.;O
 ;O
"
";O
"
";O
A;O
 ;O
SENHORA;O
 ;O
MINISTRA;B_Pessoa
 ;I_Pessoa
CÁRMEN;I_Pessoa
 ;I_Pessoa
LÚCIA;I_Pessoa
 ;I_Pessoa
(;O
PRESIDENTE;O
);O
 ;O
-;O
 ;O
Pois;O
 ;O
não;O
.;O
 ;O
Então;O
,;O
 ;O
há;O
 ;O
pedidos;O
 ;O
de;O
 ;O
sustentação;O
 ;O
oral;O
 ;O
do;O
 ;O
Doutor;B_Pessoa
 ;I_Pessoa
Gustavo;I_Pessoa
 ;I_Pessoa
Passarelli;I_Pessoa
 ;I_Pessoa
da;I_Pessoa
 ;I_Pessoa
Silva;I_Pessoa
,;I_Pessoa
 ;O
pelo;O
 ;O
requerente;O
 ;O
Reinaldo;B_Pessoa
 ;I_Pessoa
"Azambuja;";I_Pessoa
 ;O
também;O
 ;O
pelo;O
 ;O
Doutor;O
 ;O
"
";O
"
";O
Preliminar;O
 ;O
"
";O
"
";O
