Token;Tag
ação;O
declaratória;O
pressupõe;O
a;O
existência;O
de;O
dissídio;O
judicial;O
em;O
proporções;O
relevantes;O
acerca;O
da;O
constitucionalidade;O
da;O
norma;O
que;O
gere;O
um;O
estado;O
de;O
incerteza;O
apto;O
a;O
abalar;O
a;O
presunção;O
de;O
constitucionalidade;O
imanente;O
aos;O
atos;O
legislativos;O
.;O
Precedentes;O
:;O
ADC;B_Precedente
41;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Roberto;I_Precedente
Barroso;I_Precedente
,;I_Precedente
Tribunal;I_Precedente
Pleno;I_Precedente
,;I_Precedente
DJe;I_Precedente
de;I_Precedente
"17/8/17;";I_Precedente
ADC;I_Precedente
23;I_Precedente
-;I_Precedente
AgR;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Edson;I_Precedente
Fachin;I_Precedente
,;I_Precedente
Tribunal;I_Precedente
Pleno;I_Precedente
,;I_Precedente
DJe;I_Precedente
de;I_Precedente
"1/2/16;";I_Precedente
ADC;B_Precedente
19;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Marco;I_Precedente
Aurélio;I_Precedente
,;I_Precedente
Tribunal;I_Precedente
Pleno;I_Precedente
,;I_Precedente
DJe;I_Precedente
de;I_Precedente
"29/4/14;";I_Precedente
ADC;B_Precedente
8;I_Precedente
MC;I_Precedente
,;I_Precedente
Rel;I_Precedente
.;I_Precedente
Min;I_Precedente
.;I_Precedente
Celso;I_Precedente
de;I_Precedente
Mello;I_Precedente
,;I_Precedente
Tribunal;I_Precedente
Pleno;I_Precedente
,;I_Precedente
DJe;I_Precedente
de;I_Precedente
4/4/03;I_Precedente
.;I_Precedente
"
";O
"
";O
2;O
.;O
A;O
existência;O
de;O
uma;O
única;O
ação;O
judicial;O
(;O
Ação;B_Precedente
Civil;I_Precedente
pública;I_Precedente
nº;I_Precedente
2015.1.1.089140-8;I_Precedente
);I_Precedente
,;O
ainda;O
que;O
tenha;O
como;O
escopo;O
a;O
declaração;O
de;O
inconstitucionalidade;O
da;O
norma;O
questionada;O
,;O
não;O
tem;O
aptidão;O
para;O
constituir;O
controvérsia;O
judicial;O
em;O
proporção;O
relevante;O
.;O
Tampouco;O
detém;O
tal;O
potencialidade;O
a;O
mera;O
concessão;O
,;O
pelo;O
Tribunal;O
de;O
Justiça;O
do;O
Distrito;O
Federal;O
e;O
Territórios;O
,;O
de;O
efeito;O
suspensivo;O
à;O
apelação;O
interposta;O
pelo;O
Ministério;O
Público;O
do;O
Distrito;O
Federal;O
e;O
Territórios;O
com;O
o;O
fito;O
de;O
reverter;O
a;O
sentença;O
em;O
que;O
se;O
julgou;O
improcedente;O
a;O
ação;O
civil;O
pública;O
.;O
Embora;O
a;O
referida;O
decisão;O
tenha;O
como;O
efeito;O
prático;O
a;O
suspensão;O
da;O
Lei;B_Ref. Legislativa
Federal;I_Ref. Legislativa
nº;I_Ref. Legislativa
13.064/2014;I_Ref. Legislativa
,;I_Ref. Legislativa
não;O
foi;O
ela;O
proferida;O
no;O
contexto;O
de;O
um;O
dissídio;O
judicial;O
de;O
proporções;O
relevantes;O
acerca;O
da;O
constitucionalidade;O
da;O
norma;O
,;O
necessário;O
para;O
a;O
caracterização;O
do;O
requisito;O
previsto;O
no;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
14;I_Ref. Legislativa
,;I_Ref. Legislativa
inciso;I_Ref. Legislativa
III;I_Ref. Legislativa
,;I_Ref. Legislativa
da;I_Ref. Legislativa
Lei;I_Ref. Legislativa
nº;I_Ref. Legislativa
9.868/1999;I_Ref. Legislativa
.;I_Ref. Legislativa
"
";O
"
";O
3;O
.;O
Agravo;O
regimental;O
a;O
que;O
se;O
nega;O
provimento;O
.;O
"
";O
"
";O
ACÓRDÃO;O
"
";O
"
";O
Vistos;O
,;O
relatados;O
e;O
discutidos;O
estes;O
autos;O
,;O
acordam;O
os;O
Ministros;O
do;O
Supremo;O
Tribunal;O
Federal;O
,;O
em;O
sessão;O
plenária;O
,;O
sob;O
a;O
presidência;O
da;O
Senhora;O
Ministra;B_Pessoa
Cármen;I_Pessoa
Lúcia;I_Pessoa
,;I_Pessoa
na;O
conformidade;O
da;O
ata;O
do;O
julgamento;O
e;O
das;O
notas;O
taquigráficas;O
,;O
por;O
unanimidade;O
de;O
votos;O
e;O
nos;O
termos;O
do;O
voto;O
do;O
Relator;O
,;O
em;O
negar;O
provimento;O
ao;O
agravo;O
.;O
"
";O
"
";O
Brasília;O
,;O
6;O
de;O
junho;O
de;O
2018;O
.;O
"
";O
"
";O
MINISTRO;B_Pessoa
DIAS;I_Pessoa
TOFFOLI;I_Pessoa
"
";I_Pessoa
"
";O
Relator;O
06/06/2018;O
PLENÁRIO;O
"
";O
"
";O
AG;B_Precedente
.;I_Precedente
REG;I_Precedente
.;I_Precedente
NA;I_Precedente
AÇÃO;I_Precedente
DECLARATÓRIA;I_Precedente
DE;I_Precedente
CONSTITUCIONALIDADE;I_Precedente
40;I_Precedente
DISTRITO;I_Precedente
FEDERAL;I_Precedente
"
";I_Precedente
"
";I_Precedente
RELATOR;O
:;O
MIN;B_Pessoa
.;I_Pessoa
DIAS;I_Pessoa
TOFFOLIAGTE;O
.;O
(;O
S;O
);O
:;O
CONFEDERAÇÃO;O
BRASILEIRA;O
DE;O
"
";O
"
";O
TRABALHADORES;O
POLICIAIS;O
CIVIS;O
-;O
COBRAPOL;O
"
";O
"
";O
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
KAUE;B_Pessoa
DE;I_Pessoa
BARROS;I_Pessoa
MACHADO;I_Pessoa
E;O
OUTRO;O
(;O
A;O
/;O
S;O
);O
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
THAISI;B_Pessoa
ALEXANDRE;I_Pessoa
JORGE;I_Pessoa
SIQUEIRA;I_Pessoa
AGDO;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
PRESIDENTE;O
DA;O
REPÚBLICA;O
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
ADVOGADO;O
-;O
GERAL;O
DA;O
UNIÃO;O
AGDO;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
CONGRESSO;O
NACIONAL;O
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
SEM;O
REPRESENTAÇÃO;O
NOS;O
AUTOS;O
"
";O
"
";O
RELATÓRIO;O
"
";O
"
";O
O;O
SENHOR;O
MINISTRO;B_Pessoa
DIAS;I_Pessoa
TOFFOLI;I_Pessoa
(;I_Pessoa
RELATOR;O
);O
:;O
Cuida;O
-;O
se;O
de;O
agravo;O
regimental;O
interposto;O
pela;O
Confederação;O
Brasileira;O
de;O
Trabalhadores;O
Policiais;O
Civis;O
(;O
COBRAPOL;O
);O
com;O
o;O
objetivo;O
de;O
submeter;O
ao;O
controle;O
do;O
colegiado;O
do;O
Supremo;O
Tribunal;O
Federal;O
a;O
decisão;O
em;O
que;O
se;O
negou;O
seguimento;O
à;O
ação;O
declaratória;O
de;O
constitucionalidade;O
,;O
com;O
fundamento;O
na;O
ausência;O
de;O
controvérsia;O
judicial;O
relevante;O
sobre;O
a;O
aplicação;O
da;O
disposição;O
objeto;O
da;O
presente;O
ação;O
.;O
Eis;O
o;O
teor;O
da;O
referida;O
decisão;O
:;O
"
";O
"
";O
“Trata;O
-;O
se;O
de;O
ação;O
declaratória;O
de;O
constitucionalidade;O
,;O
com;O
pedido;O
de;O
medida;O
cautelar;O
,;O
ajuizada;O
pela;O
Confederação;O
Brasileira;O
de;O
Trabalhadores;O
Policiais;O
Civis;O
-;O
COBRAPOL;O
,;O
tendo;O
como;O
objeto;O
o;O
artigo;B_Ref. Legislativa
2º;I_Ref. Legislativa
e;I_Ref. Legislativa
seus;I_Ref. Legislativa
parágrafos;I_Ref. Legislativa
da;I_Ref. Legislativa
Lei;I_Ref. Legislativa
federal;I_Ref. Legislativa
nº;I_Ref. Legislativa
13.064;I_Ref. Legislativa
,;I_Ref. Legislativa
de;I_Ref. Legislativa
30;I_Ref. Legislativa
de;I_Ref. Legislativa
dezembro;I_Ref. Legislativa
de;I_Ref. Legislativa
2014;I_Ref. Legislativa
,;I_Ref. Legislativa
que;O
“altera;O
a;O
nomenclatura;O
do;O
cargo;O
de;O
Agente;O
Penitenciário;O
da;O
Carreira;O
de;O
Polícia;O
Civil;O
do;O
Distrito;O
Federal;O
,;O
de;O
que;O
trata;O
a;O
Lei;B_Ref. Legislativa
nº;I_Ref. Legislativa
9.264;I_Ref. Legislativa
,;I_Ref. Legislativa
de;I_Ref. Legislativa
7;I_Ref. Legislativa
de;I_Ref. Legislativa
fevereiro;I_Ref. Legislativa
de;I_Ref. Legislativa
1996;I_Ref. Legislativa
,;I_Ref. Legislativa
para;O
Agente;O
Policial;O
de;O
Custódia”;O
.;O
"
";O
"
";O
Eis;O
o;O
teor;O
das;O
normas;O
objeto;O
da;O
presente;O
ação;O
declaratória;O
:;O
"
";O
"
";O
‘Art;O
.;O
2º;O
A;O
Lei;I_Ref. Legislativa
nº;I_Ref. Legislativa
9.264;I_Ref. Legislativa
,;I_Ref. Legislativa
de;I_Ref. Legislativa
7;I_Ref. Legislativa
de;I_Ref. Legislativa
fevereiro;I_Ref. Legislativa
de;I_Ref. Legislativa
1996;I_Ref. Legislativa
,;I_Ref. Legislativa
passa;O
a;O
vigorar;O
com;O
as;O
seguintes;O
alterações;O
:;O
"
";O
"
";O
‘Art;O
.;O
3º;O
.;O
A;O
Carreira;O
de;O
Polícia;O
Civil;O
do;O
Distrito;O
Federal;O
fica;O
reorganizada;O
nos;O
cargos;O
de;O
Perito;O
Criminal;O
,;O
Perito;O
Médico;O
-;O
Legista;O
,;O
Agente;O
de;O
Polícia;O
,;O
Escrivão;O
de;O
Polícia;O
,;O
Papiloscopista;O
Policial;O
e;O
Agente;O
Policial;O
de;O
Custódia;O
.;O
’;O
(;O
NR;O
);O
"
";O
"
";O
‘Art;O
.;O
3º;O
-;O
A;O
.;O
Os;O
servidores;O
ocupantes;O
dos;O
cargos;O
de;O
Agente;O
Policial;O
de;O
Custódia;O
passam;O
a;O
ter;O
lotação;O
e;O
exercício;O
nas;O
unidades;O
que;O
compõem;O
a;O
estrutura;O
orgânica;O
da;O
Polícia;O
Civil;O
do;O
Distrito;O
Federal;O
,;O
mediante;O
designação;O
de;O
seu;O
Diretor;O
-;O
Geral’;O
.;O
"
";O
"
";O
§;O
1º;O
Para;O
os;O
fins;O
do;O
disposto;O
no;O
caput;O
,;O
a;O
apresentação;O
dos;O
servidores;O
ao;O
Diretor;O
-;O
Geral;O
da;O
Polícia;O
Civil;O
do;O
Distrito;O
Federal;O
deverá;O
ocorrer;O
no;O
prazo;O
de;O
180;O
(;O
cento;O
e;O
oitenta;O
);O
dias;O
,;O
contado;O
da;O
data;O
de;O
publicação;O
desta;O
Lei;O
.;O
"
";O
"
";O
§;O
2º;O
As;O
atividades;O
dos;O
servidores;O
ocupantes;O
dos;O
cargos;O
de;O
Agente;O
Policial;O
de;O
Custódia;O
,;O
no;O
âmbito;O
da;O
Polícia;O
Civil;O
do;O
Distrito;O
Federal;O
,;O
deverão;O
estar;O
relacionadas;O
às;O
atribuições;O
daquele;O
cargo;O
público;O
.;O
"
";O
"
";O
§;O
3º;O
No;O
caso;O
de;O
servidores;O
afastados;O
ou;O
licenciados;O
,;O
no;O
momento;O
da;O
publicação;O
desta;O
Lei;O
,;O
por;O
período;O
superior;O
ao;O
estabelecido;O
no;O
§;O
1º;O
,;O
as;O
lotações;O
serão;O
alteradas;O
automaticamente;O
pela;O
unidade;O
administrativa;O
competente;O
.;O
"
";O
"
";O
§;O
4º;O
O;O
servidor;O
de;O
que;O
trata;O
o;O
§;O
3º;O
deverá;O
,;O
no;O
momento;O
de;O
seu;O
retorno;O
à;O
atividade;O
,;O
apresentar;O
-;O
se;O
ao;O
Diretor;O
-;O
Geral;O
da;O
Polícia;O
Civil;O
do;O
Distrito;O
Federal;O
.;O
’;O
"
";O
"
";O
A;O
Confederação;O
autora;O
afirma;O
que;O
a;O
Lei;I_Ref. Legislativa
federal;I_Ref. Legislativa
nº;I_Ref. Legislativa
13.064/2014;I_Ref. Legislativa
alterou;O
a;O
nomenclatura;O
do;O
cargo;O
de;O
Agente;O
Penitenciário;O
para;O
Agente;O
Policial;O
de;O
Custódia;O
,;O
’fixando;O
prazo;O
de;O
cento;O
e;O
oitenta;O
dias;O
para;O
que;O
os;O
respectivos;O
servidores;O
passem;O
a;O
ter;O
lotação;O
e;O
exercício;O
na;O
estrutura;O
orgânica;O
da;O
Polícia;O
Civil;O
do;O
Distrito;O
Federal’;O
.;O
Aduz;O
que;O
a;O
lei;O
em;O
tela;O
’limitou;O
a;O
atuação;O
dos;O
agora;O
agentes;O
policiais;O
de;O
custódia;O
às;O
atribuições;O
específicas;O
deste;O
cargo;O
,;O
delimitadas;O
,;O
no;O
âmbito;O
do;O
Governo;O
do;O
Distrito;O
Federal;O
,;O
pelo;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
101;I_Ref. Legislativa
do;I_Ref. Legislativa
Decreto;I_Ref. Legislativa
30.490/2009’;I_Ref. Legislativa
.;O
"
";O
"
";O
Alega;O
a;O
existência;O
de;O
controvérsia;O
judicial;O
sobre;O
o;O
dispositivo;O
em;O
análise;O
,;O
decorrente;O
do;O
ajuizamento;O
,;O
pelo;O
Ministério;O
Público;O
do;O
Distrito;O
Federal;O
,;O
da;O
ação;B_Ref. Legislativa
civil;I_Ref. Legislativa
pública;I_Ref. Legislativa
nº;I_Ref. Legislativa
2015.1.1.089140-8;I_Ref. Legislativa
(;I_Ref. Legislativa
CNJ;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
0021748-43.2015.8.07.0018;I_Ref. Legislativa
);I_Ref. Legislativa
,;I_Ref. Legislativa
em;O
tramitação;O
na;O
2ª;O
Vara;O
da;O
Fazenda;O
Pública;O
do;O
Distrito;O
Federal;O
–;O
TJ;O
/;O
DF;O
,;O
na;O
qual;O
se;O
alega;O
que;O
inexistiriam;O
,;O
dentro;O
da;O
estrutura;O
orgânica;O
da;O
Polícia;O
Civil;O
do;O
DF;O
,;O
funções;O
inerentes;O
a;O
cargos;O
próprios;O
do;O
sistema;O
prisional;O
,;O
de;O
modo;O
que;O
o;O
ato;O
normativo;O
em;O
análise;O
acarretaria;O
a;O
"
";O
"
";O
’transposição;O
de;O
cargo;O
ou;O
inequívoca;O
alteração;O
substancial;O
de;O
atribuições;O
dos;O
agentes;O
policiais;O
de;O
custódia;O
,;O
ao;O
retirar;O
destes;O
,;O
funções;O
inerentes;O
ao;O
sistema;O
prisional;O
.;O
Nesse;O
viés;O
,;O
alega;O
o;O
órgão;O
ministerial;O
que;O
há;O
,;O
por;O
meio;O
da;O
edição;O
do;O
diploma;O
em;O
análise;O
,;O
um;O
nítido;O
intuito;O
de;O
retirar;O
os;O
agentes;O
de;O
custódia;O
policial;O
do;O
sistema;O
prisional;O
,;O
ao;O
se;O
adaptar;O
suas;O
atribuições;O
às;O
unidades;O
de;O
Polícia;O
Civil’;O
.;O
"
";O
"
";O
Com;O
base;O
em;O
tais;O
fundamentos;O
,;O
alega;O
-;O
se;O
,;O
na;O
ação;O
civil;O
pública;O
,;O
violação;O
ao;O
princípio;O
do;O
concurso;O
público;O
(;B_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
37;I_Ref. Legislativa
,;I_Ref. Legislativa
inciso;I_Ref. Legislativa
II;I_Ref. Legislativa
,;I_Ref. Legislativa
da;I_Ref. Legislativa
CF/88;I_Ref. Legislativa
);I_Ref. Legislativa
.;I_Ref. Legislativa
"
";O
"
";O
Nesse;O
quadro;O
,;O
sustenta;O
a;O
autora;O
,;O
por;O
sua;O
vez;O
,;O
que;O
"
";O
"
";O
’;O
(;O
.;O
.;O
.;O
);O
o;O
cargo;O
em;O
questão;O
já;O
compõe;O
a;O
carreira;O
Policial;O
"
";O
"
";O
Civil;O
do;O
GDF;O
desde;O
sua;O
criação;O
.;O
"
";O
"
";O
Por;O
assim;O
ser;O
,;O
observa;O
-;O
se;O
,;O
de;O
plano;O
,;O
a;O
inexistência;O
de;O
qualquer;O
espécie;O
de;O
transposição;O
de;O
cargo;O
e;O
/;O
ou;O
carreira;O
,;O
eis;O
que;O
,;O
em;O
sua;O
origem;O
,;O
o;O
cargo;O
de;O
agente;O
policial;O
de;O
custódia;O
já;O
fazia;O
parte;O
da;O
estrutura;O
orgânica;O
da;O
Polícia;O
Civil;O
do;O
GDF’;O
.;O
"
";O
"
";O
Ressalta;O
que;O
,;O
não;O
sendo;O
o;O
caso;O
de;O
criação;O
de;O
novos;O
cargos;O
,;O
mas;O
apenas;O
mudança;O
na;O
nomenclatura;O
de;O
cargo;O
já;O
contemplado;O
na;O
estrutura;O
da;O
Polícia;O
Civil;O
do;O
Distrito;O
Federal;O
,;O
não;O
se;O
haveria;O
falar;O
em;O
violação;O
ao;O
princípio;O
do;O
concurso;O
público;O
.;O
"
";O
"
";O
Nas;O
informações;O
,;O
o;O
Presidente;O
da;O
República;O
afirma;O
que;O
a;O
Lei;B_Ref. Legislativa
federal;I_Ref. Legislativa
nº;I_Ref. Legislativa
13.064/2014;I_Ref. Legislativa
somente;O
alterou;O
a;O
nomenclatura;O
do;O
cargo;O
de;O
Agente;O
Penitenciário;O
,;O
que;O
já;O
integrava;O
a;O
estrutura;O
da;O
Polícia;O
Civil;O
do;O
Distrito;O
Federal;O
,;O
não;O
havendo;O
que;O
se;O
falar;O
em;O
transposição;O
.;O
No;O
mesmo;O
sentido;O
são;O
as;O
informações;O
do;O
Presidente;O
do;O
Congresso;O
Nacional;O
.;O
"
";O
"
";O
O;O
Advogado;O
-;O
Geral;O
da;O
União;O
manifestou;O
-;O
se;O
pelo;O
não;O
conhecimento;O
da;O
presente;O
ação;O
,;O
com;O
fundamento;O
na;O
ausência;O
de;O
demonstração;O
de;O
controvérsia;O
judicial;O
relevante;O
.;O
No;O
mérito;O
,;O
pela;O
procedência;O
do;O
pedido;O
.;O
"
";O
"
";O
O;O
Procurador;O
-;O
Geral;O
da;O
República;O
,;O
por;O
sua;O
vez;O
,;O
proferiu;O
parecer;O
pelo;O
não;O
conhecimento;O
da;O
ação;O
,;O
ante;O
a;O
ausência;O
de;O
controvérsia;O
judicial;O
relevante;O
,;O
e;O
,;O
no;O
mérito;O
,;O
pela;O
procedência;O
do;O
pedido;O
.;O
"
";O
"
";O
É;O
o;O
relatório;O
.;O
Decido;O
.;O
Com;O
razão;O
o;O
Advogado;O
-;O
Geral;O
da;O
União;O
e;O
o;O
Procurador;O
-;O
Geral;O
da;O
República;O
ao;O
sustentarem;O
o;O
não;O
conhecimento;O
da;O
ação;O
.;O
De;O
fato;O
,;O
não;O
está;O
demonstrada;O
a;O
existência;O
de;O
controvérsia;O
judicial;O
relevante;O
no;O
caso;O
.;O
"
";O
"
";O
Nos;O
termos;O
do;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
14;I_Ref. Legislativa
,;I_Ref. Legislativa
inciso;I_Ref. Legislativa
III;I_Ref. Legislativa
,;I_Ref. Legislativa
c;O
/;O
c;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
15;I_Ref. Legislativa
,;I_Ref. Legislativa
da;I_Ref. Legislativa
Lei;I_Ref. Legislativa
nº;I_Ref. Legislativa
9.868/1999;I_Ref. Legislativa
,;I_Ref. Legislativa
a;O
petição;O
inicial;O
da;O
ação;O
declaratória;O
de;O
inconstitucionalidade;O
deverá;O
indicar;O
‘a;O
existência;O
de;O
controvérsia;O
judicial;O
relevante;O
sobre;O
a;O
aplicação;O
da;O
disposição;O
objeto;O
da;O
ação;O
(;O
.;O
.;O
.;O
);O
’;O
,;O
sob;O
pena;O
de;O
indeferimento;O
liminar;O
pelo;O
relator;O
.;O
"
";O
"
";O
O;O
requisito;O
da;O
controvérsia;O
judicial;O
relevante;O
,;O
também;O
chamado;O
,;O
na;O
doutrina;O
,;O
de;O
legitimação;O
para;O
agir;O
in;O
concreto;O
,;O
’corresponde;O
à;O
existência;O
de;O
um;O
estado;O
de;O
incerteza;O
,;O
gerado;O
por;O
dúvidas;O
ou;O
controvérsias;O
sobre;O
a;O
legitimidade;O
da;O
lei’;O
,;O
a;O
abalar;O
a;O
presunção;O
de;O
constitucionalidade;O
que;O
lhe;O
é;O
inerente;O
(;O
MARTINS;B_Doutrina
,;I_Doutrina
Ives;I_Doutrina
Gandra;I_Doutrina
da;I_Doutrina
"Silva;";I_Doutrina
MENDES;I_Doutrina
,;I_Doutrina
Gilmar;I_Doutrina
Ferreira;I_Doutrina
.;I_Doutrina
Controle;I_Doutrina
concentrado;I_Doutrina
de;I_Doutrina
constitucionalidade;I_Doutrina
.;I_Doutrina
2;I_Doutrina
.;I_Doutrina
ed;I_Doutrina
.;I_Doutrina
São;I_Doutrina
Paulo;I_Doutrina
:;I_Doutrina
"
";I_Doutrina
"
";I_Doutrina
Saraiva;I_Doutrina
,;I_Doutrina
2007;I_Doutrina
);I_Doutrina
.;O
"
";O
"
";O
São;O
várias;O
as;O
formas;O
de;O
manifestação;O
desse;O
estado;O
de;O
incerteza;O
,;O
conforme;O
leciona;O
,;O
em;O
sede;O
doutrinária;O
,;O
o;O
eminente;O
Ministro;B_Doutrina
Gilmar;I_Doutrina
Mendes;I_Doutrina
(;I_Doutrina
Curso;I_Doutrina
de;I_Doutrina
direito;I_Doutrina
constitucional;I_Doutrina
.;I_Doutrina
São;I_Doutrina
Paulo;I_Doutrina
:;I_Doutrina
Saraiva;I_Doutrina
,;I_Doutrina
2007;I_Doutrina
);I_Doutrina
,;O
verbis;O
:;O
"
";O
"
";O
’Assim;O
,;O
não;O
se;O
afigura;O
admissível;O
a;O
propositura;O
da;O
ação;O
declaratória;O
de;O
constitucionalidade;O
se;O
não;O
houver;O
controvérsia;O
ou;O
dúvida;O
relativante;O
quanto;O
à;O
legitimidade;O
da;O
norma;O
.;O
"
";O
"
";O
Evidentemente;O
,;O
são;O
múltiplas;O
as;O
formas;O
de;O
manifestação;O
desse;O
estado;O
de;O
incerteza;O
quanto;O
à;O
legitimidade;O
da;O
norma;O
.;O
"
";O
"
";O
A;O
insegurança;O
poderá;O
resultar;O
de;O
pronunciamentos;O
contraditórios;O
da;O
jurisdição;O
ordinária;O
sobre;O
a;O
constitucionalidade;O
de;O
determinada;O
disposição;O
.;O
"
";O
"
";O
Assim;O
,;O
se;O
a;O
jurisdição;O
ordinária;O
,;O
através;O
de;O
diferentes;O
órgãos;O
,;O
passar;O
a;O
afirmar;O
a;O
inconstitucionalidade;O
de;O
determinada;O
lei;O
,;O
poderão;O
os;O
órgãos;O
legitimados;O
,;O
se;O
estiverem;O
convencidos;O
de;O
sua;O
constitucionalidade;O
,;O
provocar;O
o;O
STF;O
para;O
que;O
ponha;O
termo;O
à;O
controvérsia;O
instaurada;O
.;O
"
";O
"
";O
Da;O
mesma;O
forma;O
,;O
pronunciamentos;O
contraditórios;O
de;O
órgãos;O
jurisdicionais;O
diversos;O
sobre;O
a;O
legitimidade;O
da;O
norma;O
poderão;O
criar;O
o;O
estado;O
de;O
incerteza;O
imprescindível;O
para;O
a;O
instauração;O
da;O
ação;O
declaratória;O
de;O
constitucionalidade;O
.;O
"
";O
"
";O
Embora;O
as;O
decisões;O
judiciais;O
sejam;O
provocadas;O
ou;O
mesmo;O
estimuladas;O
pelo;O
debate;O
doutrinário;O
,;O
é;O
certo;O
que;O
simples;O
controvérsia;O
doutrinária;O
não;O
se;O
afigura;O
suficiente;O
para;O
objetivar;O
o;O
estado;O
de;O
incerteza;O
apto;O
a;O
legitimar;O
a;O
propositura;O
da;O
ação;O
,;O
uma;O
vez;O
que;O
,;O
por;O
si;O
só;O
,;O
ela;O
não;O
obsta;O
à;O
plena;O
aplicação;O
da;O
lei;O
.;O
"
";O
"
";O
Assim;O
,;O
não;O
configurada;O
dúvida;O
ou;O
controvérsia;O
relevante;O
sobre;O
a;O
legitimidade;O
da;O
norma;O
,;O
o;O
STF;O
não;O
deverá;O
conhecer;O
da;O
ação;O
proposta;O
.;O
’;O
"
";O
"
";O
Portanto;O
,;O
o;O
que;O
é;O
determinante;O
para;O
a;O
configuração;O
da;O
controvérsia;O
judicial;O
relevante;O
é;O
a;O
demonstração;O
de;O
que;O
a;O
norma;O
referida;O
na;O
ADC;O
tem;O
sido;O
objeto;O
de;O
controvérsia;O
judicial;O
geradora;O
de;O
dúvida;O
ou;O
incerteza;O
relevante;O
a;O
respeito;O
da;O
legitimidade;O
constitucional;O
do;O
preceito;O
,;O
o;O
que;O
pode;O
ocorrer;O
,;O
por;O
exemplo;O
,;O
nas;O
hipóteses;O
de;O
existirem;O
decisões;O
judiciais;O
conflitantes;O
sobre;O
a;O
questão;O
ou;O
decisões;O
que;O
reiteradamente;O
obstem;O
a;O
aplicação;O
da;O
norma;O
.;O
"
";O
"
";O
Nessa;O
esteira;O
,;O
este;O
Supremo;O
Tribunal;O
entendeu;O
que;O
estava;O
configurada;O
a;O
controvérsia;O
judicial;O
relevante;O
