Token;Tag
a;O
fim;O
de;O
manter;O
sob;O
sua;O
jurisdição;O
apenas;O
o;O
que;O
envolva;O
especificamente;O
essas;O
autoridades;O
,;O
segundo;O
as;O
circunstâncias;O
de;O
cada;O
caso;O
(;O
Inq;B_Precedente
3515;I_Precedente
AgR;I_Precedente
,;I_Precedente
Relator;I_Precedente
(;I_Precedente
a;I_Precedente
);I_Precedente
:;I_Precedente
Min;I_Precedente
.;I_Precedente
MARCO;I_Precedente
AURÉLIO;I_Precedente
,;I_Precedente
Tribunal;I_Precedente
Pleno;I_Precedente
,;I_Precedente
julgado;I_Precedente
em;I_Precedente
13/02/2014;I_Precedente
,;I_Precedente
DJe;I_Precedente
de;I_Precedente
14/3/2014;I_Precedente
);I_Precedente
.;O
Ressalvam;O
-;O
se;O
,;O
todavia;O
,;O
situações;O
em;O
que;O
os;O
fatos;O
se;O
revelem;O
“de;O
tal;O
forma;O
imbricados;O
que;O
a;O
cisão;O
por;O
si;O
só;O
implique;O
prejuízo;O
a;O
seu;O
esclarecimento”;O
(;O
AP;B_Precedente
853;I_Precedente
,;I_Precedente
Relator;I_Precedente
(;I_Precedente
a;I_Precedente
);I_Precedente
:;I_Precedente
Min;I_Precedente
.;I_Precedente
ROSA;I_Precedente
WEBER;I_Precedente
,;I_Precedente
DJe;I_Precedente
de;I_Precedente
22/5/2014;I_Precedente
);I_Precedente
,;O
como;O
ocorre;O
no;O
caso;O
.;O
"
";O
"
";O
2;O
.;O
À;O
luz;O
dos;O
precedentes;O
do;O
Supremo;O
Tribunal;O
,;O
a;O
garantia;O
contra;O
a;O
autoincriminação;O
se;O
estende;O
às;O
testemunhas;O
,;O
no;O
tocante;O
às;O
indagações;O
cujas;O
respostas;O
possam;O
,;O
de;O
alguma;O
forma;O
,;O
causar;O
-;O
lhes;O
prejuízo;O
(;O
cf;O
.;O
HC;B_Precedente
79812;I_Precedente
,;I_Precedente
Tribunal;I_Precedente
Pleno;I_Precedente
,;I_Precedente
DJ;I_Precedente
de;I_Precedente
16-02-2001;I_Precedente
);I_Precedente
.;O
"
";O
"
";O
3;O
.;O
A;O
previsão;O
constitucional;O
do;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
86;I_Ref. Legislativa
,;I_Ref. Legislativa
§;I_Ref. Legislativa
4º;I_Ref. Legislativa
,;I_Ref. Legislativa
da;I_Ref. Legislativa
Constituição;I_Ref. Legislativa
da;I_Ref. Legislativa
República;I_Ref. Legislativa
se;O
destina;O
expressamente;O
ao;O
Chefe;O
do;O
Poder;O
Executivo;O
da;O
União;O
,;O
não;O
autorizando;O
,;O
por;O
sua;O
natureza;O
restritiva;O
,;O
qualquer;O
interpretação;O
que;O
amplie;O
sua;O
incidência;O
a;O
outras;O
autoridades;O
,;O
nomeadamente;O
do;O
Poder;O
Legislativo;O
.;O
Precedentes;O
.;O
"
";O
"
";O
4;O
.;O
Tratando;O
-;O
se;O
de;O
colaboração;O
premiada;O
contendo;O
diversos;O
depoimentos;O
,;O
envolvendo;O
diferentes;O
pessoas;O
e;O
,;O
possivelmente;O
,;O
diferentes;O
organizações;O
criminosas;O
,;O
tendo;O
sido;O
prestados;O
em;O
ocasiões;O
diferentes;O
,;O
em;O
termos;O
de;O
declaração;O
separados;O
,;O
dando;O
origem;O
a;O
diferentes;O
procedimentos;O
investigatórios;O
,;O
em;O
diferentes;O
estágios;O
de;O
diligências;O
,;O
não;O
assiste;O
a;O
um;O
determinado;O
denunciado;O
o;O
acesso;O
universal;O
a;O
todos;O
os;O
depoimentos;O
prestados;O
.;O
O;O
que;O
a;O
lei;O
lhe;O
assegura;O
é;O
o;O
acesso;O
aos;O
elementos;O
da;O
colaboração;O
premiada;O
que;O
lhe;O
digam;O
respeito;O
.;O
"
";O
"
";O
5;O
.;O
Eventual;O
desconstituição;O
de;O
acordo;O
de;O
colaboração;O
premiada;O
tem;O
âmbito;O
de;O
eficácia;O
restrito;O
às;O
partes;O
que;O
o;O
firmaram;O
,;O
não;O
beneficiando;O
e;O
nem;O
prejudicando;O
terceiros;O
(;O
HC;B_Precedente
127483;I_Precedente
,;I_Precedente
Relator;I_Precedente
(;I_Precedente
a;I_Precedente
);I_Precedente
:;I_Precedente
Min;I_Precedente
.;I_Precedente
DIAS;I_Precedente
TOFFOLI;I_Precedente
,;I_Precedente
Tribunal;I_Precedente
Pleno;I_Precedente
,;I_Precedente
DJe;I_Precedente
de;I_Precedente
4/2/2016;I_Precedente
);I_Precedente
.;O
Até;O
mesmo;O
em;O
caso;O
de;O
revogação;O
do;O
acordo;O
,;O
o;O
material;O
probatório;O
colhido;O
em;O
decorrência;O
dele;O
pode;O
ainda;O
assim;O
ser;O
utilizado;O
em;O
face;O
de;O
terceiros;O
,;O
razão;O
pela;O
qual;O
não;O
ostentam;O
eles;O
,;O
em;O
princípio;O
,;O
interesse;O
jurídico;O
em;O
pleitear;O
sua;O
desconstituição;O
,;O
sem;O
prejuízo;O
,;O
obviamente;O
,;O
de;O
formular;O
,;O
no;O
momento;O
próprio;O
,;O
as;O
contestações;O
que;O
entenderem;O
cabíveis;O
quanto;O
ao;O
seu;O
conteúdo;O
.;O
"
";O
"
";O
6;O
.;O
Preservado;O
o;O
conteúdo;O
das;O
informações;O
prestadas;O
pelo;O
colaborador;O
,;O
eventuais;O
divergências;O
de;O
literalidade;O
entre;O
o;O
documento;O
escrito;O
e;O
a;O
gravação;O
dos;O
depoimentos;O
,;O
quando;O
realizada;O
,;O
não;O
importa;O
,;O
automaticamente;O
,;O
a;O
nulidade;O
do;O
ato;O
,;O
reservando;O
-;O
se;O
ao;O
interessado;O
,;O
se;O
for;O
o;O
caso;O
,;O
no;O
âmbito;O
da;O
ação;O
penal;O
,;O
insurgir;O
-;O
se;O
contra;O
eventuais;O
inconsistências;O
existentes;O
na;O
versão;O
escrita;O
,;O
podendo;O
demandar;O
do;O
colaborador;O
os;O
esclarecimentos;O
que;O
forem;O
necessários;O
.;O
"
";O
"
";O
7;O
.;O
Não;O
há;O
nulidade;O
na;O
realização;O
de;O
busca;O
e;O
apreensão;O
deferida;O
após;O
o;O
oferecimento;O
da;O
denúncia;O
,;O
quando;O
a;O
medida;O
cautelar;O
visa;O
especificamente;O
coletar;O
elementos;O
referentes;O
a;O
fatos;O
circunscritos;O
a;O
outra;O
investigação;O
e;O
os;O
elementos;O
probatórios;O
colhidos;O
não;O
foram;O
utilizados;O
ou;O
considerados;O
para;O
o;O
específico;O
juízo;O
de;O
recebimento;O
da;O
denúncia;O
.;O
"
";O
"
";O
8;O
.;O
Não;O
se;O
fazem;O
presentes;O
elementos;O
mínimos;O
de;O
autoria;O
,;O
exigidos;O
para;O
o;O
recebimento;O
da;O
denúncia;O
,;O
em;O
relação;O
à;O
efetiva;O
participação;O
dos;O
denunciados;O
nos;O
supostos;O
crimes;O
ocorridos;O
nos;O
anos;O
de;O
2006;O
e;O
2007;O
,;O
ou;O
mesmo;O
que;O
tenham;O
eles;O
,;O
no;O
período;O
imediato;O
,;O
recebido;O
vantagem;O
indevida;O
em;O
razão;O
do;O
mandato;O
parlamentar;O
.;O
"
";O
"
";O
9;O
.;O
Todavia;O
,;O
em;O
sua;O
segunda;O
parte;O
,;O
a;O
denúncia;O
,;O
reforçada;O
pelo;O
aditamento;O
,;O
contém;O
adequada;O
indicação;O
da;O
conduta;O
delituosa;O
imputada;O
,;O
a;O
partir;O
de;O
elementos;O
aptos;O
a;O
tornar;O
plausível;O
a;O
acusação;O
e;O
permitir;O
o;O
pleno;O
exercício;O
do;O
direito;O
de;O
defesa;O
,;O
o;O
que;O
autoriza;O
,;O
nesse;O
ponto;O
,;O
o;O
recebimento;O
da;O
denúncia;O
.;O
"
";O
"
";O
10;O
.;O
É;O
incabível;O
a;O
causa;O
de;O
aumento;O
do;O
art;I_Ref. Legislativa
.;I_Ref. Legislativa
327;I_Ref. Legislativa
,;I_Ref. Legislativa
§;I_Ref. Legislativa
2º;I_Ref. Legislativa
,;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
Penal;I_Ref. Legislativa
pelo;O
mero;O
exercício;O
do;O
mandato;O
parlamentar;O
,;O
sem;O
prejuízo;O
da;O
causa;O
de;O
aumento;O
contemplada;O
no;O
art;O
.;O
317;O
,;O
§;O
1º;O
.;O
A;O
jurisprudência;O
desta;O
Corte;O
,;O
conquanto;O
revolvida;O
nos;O
últimos;O
anos;O
(;B_Precedente
Inq;I_Precedente
2606;I_Precedente
,;I_Precedente
Relator;I_Precedente
(;I_Precedente
a;I_Precedente
);I_Precedente
:;I_Precedente
Min;I_Precedente
.;I_Precedente
LUIZ;I_Precedente
FUX;I_Precedente
,;I_Precedente
Tribunal;I_Precedente
Pleno;I_Precedente
,;I_Precedente
julgado;I_Precedente
em;I_Precedente
11/11/2014;I_Precedente
,;I_Precedente
DJe-236;I_Precedente
DIVULG;I_Precedente
01-12-2014;I_Precedente
PUBLIC;I_Precedente
02-12-2014;I_Precedente
);I_Precedente
,;O
exige;O
uma;O
imposição;O
hierárquica;O
ou;O
de;O
direção;O
(;B_Precedente
Inq;I_Precedente
2191;I_Precedente
,;I_Precedente
Relator;I_Precedente
(;I_Precedente
a;I_Precedente
);I_Precedente
:;I_Precedente
Min;I_Precedente
.;I_Precedente
CARLOS;I_Precedente
BRITTO;I_Precedente
,;I_Precedente
Tribunal;I_Precedente
Pleno;I_Precedente
,;I_Precedente
julgado;I_Precedente
em;I_Precedente
08/05/2008;I_Precedente
,;I_Precedente
PROCESSO;I_Precedente
ELETRÔNICO;I_Precedente
DJe-084;I_Precedente
DIVULG;I_Precedente
07-05-2009;I_Precedente
PUBLIC;I_Precedente
08-05-2009;I_Precedente
);I_Precedente
que;O
não;O
se;O
acha;O
nem;O
demonstrada;O
nem;O
descrita;O
nos;O
presentes;O
autos;O
.;O
"
";O
"
";O
11;O
.;O
Denúncia;O
parcialmente;O
recebida;O
,;O
prejudicados;O
os;O
agravos;O
regimentais;O
.;O
"
";O
"
";O
A;O
C;O
Ó;O
R;O
D;O
Ã;O
O;O
"
";O
"
";O
Vistos;O
,;O
relatados;O
e;O
discutidos;O
estes;O
autos;O
,;O
acordam;O
os;O
Ministros;O
do;O
Supremo;O
Tribunal;O
Federal;O
,;O
em;O
Sessão;O
Plenária;O
,;O
sob;O
a;O
Presidência;O
do;O
Ministro;I_Pessoa
RICARDO;I_Pessoa
LEWANDOWSKI;I_Pessoa
,;I_Pessoa
na;O
conformidade;O
da;O
ata;O
de;O
julgamentos;O
e;O
das;O
notas;O
taquigráficas;O
,;O
por;O
unanimidade;O
,;O
em;O
receber;O
parcialmente;O
a;O
denúncia;O
quanto;O
ao;O
investigado;O
Eduardo;B_Pessoa
Cosentino;I_Pessoa
da;I_Pessoa
Cunha;I_Pessoa
,;I_Pessoa
e;O
,;O
por;O
maioria;O
,;O
também;O
quanto;O
à;O
investigada;O
Solange;B_Pessoa
Pereira;I_Pessoa
de;I_Pessoa
Almeida;I_Pessoa
,;I_Pessoa
vencidos;O
os;O
Ministros;B_Pessoa
Dias;I_Pessoa
Toffoli;I_Pessoa
e;O
Gilmar;B_Pessoa
Mendes;I_Pessoa
,;I_Pessoa
que;O
,;O
no;O
ponto;O
,;O
rejeitavam;O
a;O
denúncia;O
.;O
Prosseguindo;O
no;O
julgamento;O
por;O
unanimidade;O
,;O
o;O
Tribunal;O
julgou;O
prejudicados;O
os;O
agravos;O
regimentais;O
.;O
Tudo;O
nos;O
termos;O
do;O
voto;O
do;O
Relator;O
.;O
Ausentes;O
,;O
justificadamente;O
,;O
os;O
Ministros;B_Pessoa
Cármen;I_Pessoa
Lúcia;I_Pessoa
e;O
Luiz;I_Pessoa
Fux;I_Pessoa
.;I_Pessoa
"
";O
"
";O
Brasília;O
,;O
3;O
de;O
março;O
de;O
2016;O
.;O
"
";O
"
";O
Ministro;B_Pessoa
TEORI;I_Pessoa
ZAVASCKI;I_Pessoa
"
";I_Pessoa
"
";I_Pessoa
Relator;O
02/03/2016;O
PLENÁRIO;O
"
";O
"
";O
INQUÉRITO;B_Precedente
3.983;I_Precedente
DISTRITO;I_Precedente
FEDERAL;I_Precedente
"
";I_Precedente
"
";O
RELATOR;O
:;O
MIN;B_Pessoa
.;I_Pessoa
TEORI;I_Pessoa
ZAVASCKIAUTOR;O
(;O
A;O
/;O
S;O
);O
(;O
ES;O
);O
:;O
MINISTÉRIO;O
PÚBLICO;O
FEDERAL;O
PROC;O
.;O
(;O
A;O
/;O
S;O
);O
(;O
ES;O
);O
:;O
PROCURADOR;O
-;O
GERAL;O
DA;O
REPÚBLICA;O
INVEST;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
EDUARDO;B_Pessoa
COSENTINO;I_Pessoa
DA;I_Pessoa
CUNHA;I_Pessoa
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
ANTONIO;B_Pessoa
FERNANDO;I_Pessoa
BARROS;I_Pessoa
E;I_Pessoa
SILVA;I_Pessoa
DE;I_Pessoa
SOUZA;I_Pessoa
(;O
OAB;O
4931;O
-;O
PR;O
);O
E;O
OUTRO;O
(;O
A;O
/;O
S;O
);O
"
";O
"
";O
INVEST;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
SOLANGE;B_Pessoa
PEREIRA;I_Pessoa
DE;I_Pessoa
ALMEIDA;I_Pessoa
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
:;O
CLAUDIO;B_Pessoa
ORAINDI;I_Pessoa
RODRIGUES;I_Pessoa
NETO;I_Pessoa
(;O
OAB;O
0058311RS;O
-;O
OAB;O
0058311RS;O
);O
E;O
OUTRO;O
(;O
A;O
/;O
S;O
);O
"
";O
"
";O
R;O
E;O
L;O
A;O
T;O
Ó;O
R;O
I;O
O;O
"
";O
"
";O
O;O
SENHOR;O
MINISTRO;B_Pessoa
TEORI;I_Pessoa
ZAVASCKI;I_Pessoa
(;O
RELATOR;O
);O
:;O
1;O
.;O
Em;O
agosto;O
de;O
2015;O
,;O
a;O
Procuradoria;O
-;O
Geral;O
da;O
República;O
ofereceu;O
denúncia;O
(;O
fls;O
.;O
601-685;O
);O
contra;O
Eduardo;I_Pessoa
Cosentino;I_Pessoa
da;I_Pessoa
Cunha;I_Pessoa
e;O
Solange;B_Pessoa
Pereira;I_Pessoa
de;I_Pessoa
Almeida;I_Pessoa
,;I_Pessoa
imputando;O
-;O
lhes;O
a;O
prática;O
de;O
corrupção;O
passiva;O
majorada;O
(;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
317;I_Ref. Legislativa
,;I_Ref. Legislativa
caput;I_Ref. Legislativa
,;I_Ref. Legislativa
e;I_Ref. Legislativa
§;I_Ref. Legislativa
1°;I_Ref. Legislativa
c;I_Ref. Legislativa
/;I_Ref. Legislativa
c;I_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
327;I_Ref. Legislativa
,;I_Ref. Legislativa
§§;I_Ref. Legislativa
1°;I_Ref. Legislativa
e;I_Ref. Legislativa
2°;I_Ref. Legislativa
,;I_Ref. Legislativa
ambos;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
Penal;I_Ref. Legislativa
);I_Ref. Legislativa
,;O
por;O
2;O
(;O
duas;O
);O
vezes;O
,;O
em;O
concurso;O
material;O
(;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
69;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
Penal;I_Ref. Legislativa
);I_Ref. Legislativa
,;I_Ref. Legislativa
na;O
forma;O
do;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
29;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
"Penal;";I_Ref. Legislativa
ao;O
primeiro;O
acusado;O
imputou;O
,;O
ainda;O
,;O
o;O
cometimento;O
do;O
crime;O
de;O
lavagem;O
de;O
dinheiro;O
(;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
1º;I_Ref. Legislativa
,;I_Ref. Legislativa
V;I_Ref. Legislativa
,;I_Ref. Legislativa
VI;I_Ref. Legislativa
e;I_Ref. Legislativa
VII;I_Ref. Legislativa
,;I_Ref. Legislativa
da;I_Ref. Legislativa
Lei;I_Ref. Legislativa
9.613/1998;I_Ref. Legislativa
);I_Ref. Legislativa
,;O
por;O
60;O
(;O
sessenta;O
);O
vezes;O
,;O
em;O
concurso;O
material;O
(;B_Ref. Legislativa
art;I_Ref. Legislativa
.;I_Ref. Legislativa
69;I_Ref. Legislativa
do;I_Ref. Legislativa
Código;I_Ref. Legislativa
Penal;I_Ref. Legislativa
);I_Ref. Legislativa
.;I_Ref. Legislativa
"
";O
"
";O
Em;O
síntese;O
,;O
a;O
acusação;O
afirma;O
que;O
o;O
Deputado;O
Federal;O
Eduardo;B_Pessoa
Cunha;I_Pessoa
,;I_Pessoa
com;O
o;O
apoio;O
de;O
Solange;B_Pessoa
Almeida;I_Pessoa
(;O
então;O
também;O
Deputada;O
Federal;O
);O
,;O
Fernando;B_Pessoa
Soares;I_Pessoa
e;O
Nestor;I_Pessoa
Cerveró;I_Pessoa
,;I_Pessoa
entre;O
14;O
de;O
junho;O
de;O
2006;O
e;O
outubro;O
de;O
2012;O
,;O
“solicitou;O
para;O
si;O
ou;O
para;O
outrem;O
e;O
aceitou;O
promessa;O
de;O
vantagem;O
indevida;O
no;O
montante;O
aproximado;O
de;O
US$;O
15.000.000,00;O
(;O
quinze;O
milhões;O
de;O
dólares;O
);O
de;O
Júlio;B_Pessoa
Gerim;I_Pessoa
de;I_Pessoa
Almeida;I_Pessoa
Camargo;I_Pessoa
(;I_Pessoa
‘Júlio;I_Pessoa
Camargo’;I_Pessoa
);O
,;O
em;O
razão;O
da;O
contratação;O
pela;O
Petrobras;O
do;O
navio;O
-;O
sonda;O
Petrobras;O
10.000;O
com;O
o;O
estaleiro;O
Samsung;O
Heavy;O
Industries;O
CO;O
.;O
,;O
na;O
Coreia;O
do;O
Sul;O
,;O
no;O
valor;O
de;O
US$;O
586.000.000,00;O
,;O
para;O
perfuração;O
de;O
águas;O
profundas;O
a;O
ser;O
utilizado;O
na;O
África”;O
(;O
fl;O
.;O
602;O
);O
.;O
No;O
mesmo;O
sentido;O
,;O
Eduardo;B_Pessoa
Cunha;I_Pessoa
,;I_Pessoa
entre;O
fevereiro;O
de;O
2007;O
e;O
outubro;O
de;O
2012;O
,;O
teria;O
solicitado;O
e;O
aceitado;O
promessa;O
de;O
“vantagem;O
indevida;O
no;O
montante;O
aproximado;O
de;O
US$;O
25.000.000,00;O
(;O
vinte;O
e;O
cinco;O
milhões;O
de;O
dólares;O
);O
de;O
Júlio;B_Pessoa
Camargo;I_Pessoa
,;I_Pessoa
a;O
fim;O
de;O
que;O
fosse;O
realizada;O
a;O
contratação;O
do;O
navio;O
-;O
sonda;O
VITORIA;O
10000;O
com;O
o;O
estaleiro;O
Samsung;O
Heavy;O
Industries;O
CO;O
.;O
,;O
na;O
Coreia;O
,;O
no;O
valor;O
de;O
US$;O
616.000.000,00;O
,;O
para;O
perfuração;O
de;O
águas;O
profundas;O
a;O
ser;O
utilizado;O
no;O
Golfo;O
do;O
México”;O
(;O
fl;O
.;O
603;O
);O
,;O
contando;O
também;O
com;O
a;O
participação;O
de;O
Solange;B_Pessoa
Almeida;I_Pessoa
,;I_Pessoa
Fernando;B_Pessoa
Soares;I_Pessoa
e;O
Nestor;B_Pessoa
Cerveró;I_Pessoa
.;I_Pessoa
"
";O
"
";O
Assevera;O
a;O
acusação;O
,;O
ainda;O
,;O
que;O
“nos;O
dois;O
navios;O
-;O
sonda;O
,;O
Eduardo;B_Pessoa
Cunha;I_Pessoa
era;O
o;O
‘sócio;O
oculto’;O
,;O
de;O
Fernando;I_Pessoa
Soares;I_Pessoa
e;O
também;O
foi;O
o;O
destinatário;O
final;O
da;O
propina;O
paga;O
,;O
tendo;O
efetivamente;O
recebido;O
ao;O
menos;O
cinco;O
milhões;O
de;O
dólares”;O
(;O
fl;O
.;O
604;O
);O
.;O
"
";O
"
";O
O;O
Ministério;O
Público;O
destaca;O
,;O
nesse;O
contexto;O
,;O
que;O
“a;O
solicitação;O
e;O
a;O
aceitação;O
da;O
promessa;O
de;O
vantagens;O
indevidas;O
por;O
Eduardo;B_Pessoa
Cunha;I_Pessoa
foi;O
,;O
em;O
um;O
primeiro;O
momento;O
,;O
para;O
garantir;O
a;O
manutenção;O
do;O
esquema;O
ilícito;O
implantado;O
no;O
âmbito;O
da;O
Petrobras;O
,;O
omitindo;O
-;O
se;O
em;O
interferir;O
ou;O
impedir;O
a;O
contratação;O
do;O
estaleiro;O
Samsung;O
,;O
assim;O
como;O
para;O
manter;O
os;O
indicados;O
políticos;O
em;O
seus;O
cargos;O
na;O
referida;O
sociedade;O
de;O
economia;O
mista;O
.;O
Em;O
um;O
segundo;O
momento;O
,;O
o;O
recebimento;O
de;O
valores;O
indevidos;O
-;O
no;O
montante;O
de;O
US$;O
5.000.000,00;O
-;O
foi;O
para;O
pressionar;O
o;O
retorno;O
do;O
pagamento;O
das;O
propinas;O
,;O
valendo;O
-;O
se;O
de;O
requerimentos;O
,;O
formulados;O
por;O
interposta;O
pessoa;O
e;O
com;O
desvio;O
de;O
finalidade;O
,;O
perante;O
o;O
Congresso;O
Nacional”;O
(;O
fl;O
.;O
605;O
);O
.;O
"
";O
"
";O
Após;O
receber;O
os;O
valores;O
mencionados;O
,;O
Eduardo;I_Pessoa
Cunha;I_Pessoa
teria;O
ocultado;O
e;O
dissimulado;O
a;O
origem;O
,;O
localização;O
,;O
disposição;O
e;O
propriedade;O
do;O
dinheiro;O
,;O
“mediante;O
o;O
recebimento;O
fracionado;O
de;O
valores;O
no;O
exterior;O
,;O
em;O
contas;O
de;O
empresas;O
offshore;O
e;O
por;O
meio;O
de;O
empresas;O
de;O
fachada;O
,;O
mediante;O
simulação;O
de;O
contratos;O
de;O
prestação;O
de;O
serviços;O
e;O
,;O
ainda;O
,;O
pagamento;O
de;O
propina;O
sob;O
a;O
falsa;O
alegação;O
de;O
doações;O
para;O
Igreja”;O
(;O
fl;O
.;O
605;O
);O
.;O
"
";O
"
";O
A;O
denúncia;O
relata;O
a;O
intermediação;O
,;O
por;O
Fernando;B_Pessoa
Soares;I_Pessoa
,;I_Pessoa
do;O
pagamento;O
da;O
propina;O
a;O
Nestor;B_Pessoa
Cerveró;I_Pessoa
e;I_Pessoa
ao;O
denunciado;O
Eduardo;B_Pessoa
Cunha;I_Pessoa
,;I_Pessoa
com;O
a;O
finalidade;O
de;O
“facilitar;O
e;O
viabilizar;O
a;O
contratação;O
do;O
estaleiro;O
sul;O
coreano;O
Samsung;O
Heavy;O
Industries;O
Co;O
.;O
para;O
a;O
construção;O
de;O
dois;O
navios;O
-;O
sonda;O
pela;O
Petrobras”;O
(;O
fl;O
.;O
606;O
);O
.;O
Para;O
dar;O
ares;O
de;O
licitude;O
aos;O
repasses;O
,;O
teriam;O
sido;O
“celebrados;O
dois;O
contratos;O
de;O
comissionamento;O
entre;O
a;O
Samsung;O
e;O
a;O
empresa;O
"
";O
"
";O
Piemonte;O
Empreendimentos;O
(;O
‘Piemonte’;O
);O
,;O
de;O
Júlio;B_Pessoa
Camargo;I_Pessoa
,;I_Pessoa
que;O
juntos;O
totalizaram;O
US$;O
53.000.000,00”;O
(;O
fl;O
.;O
606;O
);O
.;O
"
";O
"
";O
De;O
acordo;O
com;O
a;O
acusação;O
,;O
o;O
fluxo;O
dos;O
pagamentos;O
da;O
propina;O
foi;O
interrompido;O
após;O
o;O
recebimento;O
das;O
sondas;O
,;O
em;O
julho;O
de;O
2009;O
e;O
julho;O
de;O
2010;O
,;O
o;O
que;O
provocou;O
reação;O
de;O
Eduardo;I_Pessoa
Cunha;I_Pessoa
,;I_Pessoa
que;O
se;O
valeu;O
de;O
requerimentos;O
apresentados;O
pela;O
então;O
Deputada;O
Solange;I_Pessoa
Almeida;I_Pessoa
perante;O
a;O
Comissão;O
de;O
Fiscalização;O
Financeira;O
e;O
Controle;O
da;O
Câmara;O
dos;O
Deputados;O
(;O
CFFC;O
);O
,;O
“com;O
desvio;O
de;O
finalidade;O
e;O
abuso;O
de;O
prerrogativa;O
de;O
fiscalização;O
inerente;O
ao;O
mandato;O
popular”;O
(;O
fl;O
.;O
608;O
);O
,;O
solicitando;O
informações;O
ao;O
Tribunal;O
de;O
Contas;O
da;O
União;O
e;O
ao;O
Ministério;O
de;O
Minas;O
e;O
Energia;O
,;O
com;O
o;O
propósito;O
de;O
intimidar;O
o;O
destinatário;O
e;O
assim;O
provocar;O
o;O
restabelecimento;O
dos;O
pagamentos;O
ilícitos;O
.;O
De;O
acordo;O
com;O
a;O
denúncia;O
,;O
“o;O
primeiro;O
requerimento;O
,;O
de;O
n;O
.;O
114/2011;O
-;O
CCFC;O
,;O
tinha;O
