Token;Tag
 ;O
"""Brazil";O
 ;O
"Conference""";O
,;O
 ;O
na;O
 ;O
Universidade;O
 ;O
de;O
 ;O
Harvard;O
,;O
 ;O
e;O
 ;O
na;O
 ;O
"""Brazilian";O
 ;O
Undergraduate;O
 ;O
Student;O
 ;O
"Conference""";O
,;O
 ;O
na;O
 ;O
Universidade;O
 ;O
de;O
 ;O
Columbia;O
,;O
 ;O
Estados;O
 ;O
Unidos;O
.;O
 ;O
Falaram;O
,;O
 ;O
pelo;O
 ;O
amicus;O
 ;O
curiae;O
 ;O
Associação;O
 ;O
Brasileira;O
 ;O
da;O
 ;O
Indústria;O
 ;O
da;O
 ;O
Cerveja;O
 ;O
–;O
 ;O
CERVBRASIL;O
,;O
 ;O
o;O
 ;O
Dr;B_Pessoa
.;I_Pessoa
 ;I_Pessoa
Gustavo;I_Pessoa
 ;I_Pessoa
Binenbojm;I_Pessoa
,;I_Pessoa
 ;O
OAB;O
/;O
RJ;O
 ;O
83.152;O
,;O
 ;O
e;O
 ;O
pelo;O
 ;O
amicus;O
 ;O
curiae;O
 ;O
Associação;O
 ;O
Brasileira;O
 ;O
das;O
 ;O
Emissoras;O
 ;O
de;O
 ;O
Rádio;O
 ;O
e;O
 ;O
Televisão;O
 ;O
–;O
 ;O
ABERT;O
,;O
 ;O
o;O
 ;O
Dr;B_Pessoa
.;I_Pessoa
 ;I_Pessoa
Eduardo;I_Pessoa
 ;I_Pessoa
Antônio;I_Pessoa
 ;I_Pessoa
Lucho;I_Pessoa
 ;I_Pessoa
Ferrão;I_Pessoa
,;I_Pessoa
 ;O
OAB;O
/;O
DF;O
 ;O
9378;O
.;O
 ;O
"
";O
"
";O
Brasília;O
,;O
 ;O
22;O
 ;O
de;O
 ;O
abril;O
 ;O
de;O
 ;O
2015;O
.;O
 ;O
"
";O
"
";O
Ministra;B_Pessoa
 ;I_Pessoa
CÁRMEN;I_Pessoa
 ;I_Pessoa
LÚCIA;I_Pessoa
 ;I_Pessoa
-;O
 ;O
Relatora;O
 ;O
"
";O
"
";O
AÇÃO;B_Precedente
 ;I_Precedente
DIRETA;I_Precedente
 ;I_Precedente
DE;I_Precedente
 ;I_Precedente
INCONSTITUCIONALIDADE;I_Precedente
 ;I_Precedente
POR;I_Precedente
 ;I_Precedente
OMISSÃO;I_Precedente
 ;I_Precedente
22;I_Precedente
 ;I_Precedente
DISTRITO;I_Precedente
 ;I_Precedente
FEDERAL;I_Precedente
 ;I_Precedente
"
";O
"
";O
RELATORA;O
 ;O
:;O
 ;O
MIN;B_Pessoa
.;I_Pessoa
 ;I_Pessoa
CÁRMEN;I_Pessoa
 ;I_Pessoa
LÚCIAREQTE;O
.;O
(;O
S;O
);O
 ;O
:;O
PROCURADOR;O
-;O
GERAL;O
 ;O
DA;O
 ;O
REPÚBLICA;O
 ;O
INTDO;O
.;O
(;O
A;O
/;O
S;O
);O
 ;O
:;O
PRESIDENTE;O
 ;O
DA;O
 ;O
REPÚBLICA;O
 ;O
INTDO;O
.;O
(;O
A;O
/;O
S;O
);O
 ;O
:;O
CONGRESSO;O
 ;O
NACIONAL;O
 ;O
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
 ;O
:;O
ADVOGADO;O
-;O
GERAL;O
 ;O
DA;O
 ;O
UNIÃO;O
 ;O
AM;O
.;O
 ;O
CURIAE;O
.;O
 ;O
:;O
ASSOCIAÇÃO;O
 ;O
BRASILEIRA;O
 ;O
DA;O
 ;O
INDÚSTRIA;O
 ;O
DA;O
 ;O
"
";O
"
";O
CERVEJA;O
 ;O
-;O
 ;O
CERVBRASIL;O
 ;O
"
";O
"
";O
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
 ;O
:;O
ANDRÉ;B_Pessoa
 ;I_Pessoa
CYRINO;I_Pessoa
 ;I_Pessoa
E;O
 ;O
OUTRO;O
(;O
A;O
/;O
S;O
);O
AM;O
.;O
 ;O
CURIAE;O
.;O
 ;O
:;O
ASSOCIAÇÃO;O
 ;O
BRASILEIRA;O
 ;O
DAS;O
 ;O
EMISSORAS;O
 ;O
DE;O
 ;O
"
";O
"
";O
RÁDIO;O
 ;O
E;O
 ;O
TELEVISÃO;O
 ;O
-;O
 ;O
ABERT;O
 ;O
"
";O
"
";O
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
 ;O
:;O
EDUARDO;B_Pessoa
 ;I_Pessoa
ANTÔNIO;I_Pessoa
 ;I_Pessoa
LUCHO;I_Pessoa
 ;I_Pessoa
FERRÃO;I_Pessoa
 ;I_Pessoa
E;O
 ;O
"
";O
"
";O
OUTRO;O
(;O
A;O
/;O
S;O
);O
 ;O
"
";O
"
";O
AM;O
.;O
 ;O
CURIAE;O
.;O
 ;O
:;O
ASSOCIAÇÃO;O
 ;O
BRASILEIRA;O
 ;O
DE;O
 ;O
PSIQUIATRIA;O
 ;O
-;O
 ;O
ABP;O
 ;O
ADV;O
.;O
(;O
A;O
/;O
S;O
);O
 ;O
:;O
ALAN;O
 ;O
VENDRAME;O
 ;O
E;O
 ;O
OUTRO;O
(;O
A;O
/;O
S;O
);O
 ;O
"
";O
"
";O
R;O
 ;O
E;O
 ;O
L;O
 ;O
A;O
 ;O
T;O
 ;O
Ó;O
 ;O
R;O
 ;O
I;O
 ;O
O;O
 ;O
"
";O
"
";O
A;O
 ;O
SENHORA;B_Pessoa
 ;I_Pessoa
MINISTRA;I_Pessoa
 ;I_Pessoa
CÁRMEN;I_Pessoa
 ;I_Pessoa
LÚCIA;I_Pessoa
 ;I_Pessoa
(;O
RELATORA;O
);O
:;O
 ;O
"
";O
"
";O
1;O
.;O
 ;O
Ação;O
 ;O
direta;O
 ;O
de;O
 ;O
inconstitucionalidade;O
 ;O
por;O
 ;O
omissão;O
 ;O
proposta;O
 ;O
pelo;O
 ;O
Procurador;O
-;O
Geral;O
 ;O
da;O
 ;O
República;O
 ;O
contra;O
 ;O
“omissão;O
 ;O
legislativa;O
 ;O
parcial;O
,;O
 ;O
tendo;O
 ;O
em;O
 ;O
vista;O
 ;O
ausência;O
 ;O
prolongada;O
 ;O
de;O
 ;O
regulamentação;O
 ;O
acerca;O
 ;O
da;O
 ;O
propaganda;O
 ;O
de;O
 ;O
bebidas;O
 ;O
de;O
 ;O
teor;O
 ;O
alcoólico;O
 ;O
inferior;O
 ;O
a;O
 ;O
treze;O
 ;O
graus;O
 ;O
Gay;O
 ;O
Lussac;O
 ;O
(;O
13º;O
 ;O
GL;O
);O
,;O
 ;O
em;O
 ;O
desacordo;O
 ;O
com;O
 ;O
o;O
 ;O
comando;O
 ;O
constitucional;O
 ;O
previsto;O
 ;O
no;O
 ;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
220;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
§;I_Ref. Legislativa
 ;I_Ref. Legislativa
4º”;I_Ref. Legislativa
.;O
 ;O
"
";O
"
";O
O;O
 ;O
caso;O
 ;O
"
";O
"
";O
2;O
.;O
 ;O
O;O
 ;O
Autor;O
 ;O
sustenta;O
 ;O
que;O
,;O
 ;O
embora;O
 ;O
o;O
 ;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
220;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
§;I_Ref. Legislativa
 ;I_Ref. Legislativa
4º;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
da;I_Ref. Legislativa
 ;I_Ref. Legislativa
Constituição;I_Ref. Legislativa
 ;I_Ref. Legislativa
da;I_Ref. Legislativa
 ;I_Ref. Legislativa
República;I_Ref. Legislativa
 ;I_Ref. Legislativa
preveja;O
 ;O
que;O
 ;O
“a;O
 ;O
propaganda;O
 ;O
de;O
 ;O
bebidas;O
 ;O
alcoólicas;O
 ;O
estará;O
 ;O
sujeita;O
 ;O
a;O
 ;O
restrições;O
 ;O
legais;O
,;O
 ;O
incluída;O
 ;O
advertência;O
 ;O
,;O
 ;O
sempre;O
 ;O
que;O
 ;O
necessário;O
,;O
 ;O
sobre;O
 ;O
os;O
 ;O
malefícios;O
 ;O
decorrentes;O
 ;O
de;O
 ;O
seu;O
 ;O
uso”;O
,;O
 ;O
a;O
 ;O
Lei;B_Ref. Legislativa
 ;I_Ref. Legislativa
nacional;I_Ref. Legislativa
 ;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
9.294/1996;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;O
que;O
 ;O
cuida;O
 ;O
da;O
 ;O
matéria;O
,;O
 ;O
prevê;O
 ;O
“regulamentação;O
 ;O
(;O
…;O
);O
 ;O
apenas;O
 ;O
parcial;O
,;O
 ;O
visto;O
 ;O
que;O
 ;O
a;O
 ;O
própria;O
 ;O
lei;O
,;O
 ;O
no;O
 ;O
que;O
 ;O
tange;O
 ;O
especificamente;O
 ;O
às;O
 ;O
bebidas;O
 ;O
alcoólicas;O
,;O
 ;O
restringiu;O
 ;O
seus;O
 ;O
efeitos;O
 ;O
àquelas;O
 ;O
bebidas;O
 ;O
com;O
 ;O
teor;O
 ;O
alcoólico;O
 ;O
superior;O
 ;O
a;O
 ;O
treze;O
 ;O
graus;O
 ;O
(;O
13º;O
 ;O
GL;O
);O
”;O
 ;O
(;O
grifos;O
 ;O
nossos;O
);O
.;O
 ;O
"
";O
"
";O
Assevera;O
 ;O
o;O
 ;O
Autor;O
 ;O
coincidir;O
 ;O
o;O
 ;O
objeto;O
 ;O
da;O
 ;O
presente;O
 ;O
ação;O
 ;O
com;O
 ;O
o;O
 ;O
da;O
 ;O
Ação;B_Precedente
 ;I_Precedente
Direta;I_Precedente
 ;I_Precedente
de;I_Precedente
 ;I_Precedente
Inconstitucionalidade;I_Precedente
 ;I_Precedente
n;I_Precedente
.;I_Precedente
 ;I_Precedente
1.755;I_Precedente
/;I_Precedente
DF;I_Precedente
 ;I_Precedente
que;O
,;O
 ;O
nos;O
 ;O
termos;O
 ;O
do;O
 ;O
voto;O
 ;O
do;O
 ;O
Ministro;B_Pessoa
 ;I_Pessoa
Nelson;I_Pessoa
 ;I_Pessoa
Jobim;I_Pessoa
,;I_Pessoa
 ;O
então;O
 ;O
relator;O
,;O
 ;O
não;O
 ;O
foi;O
 ;O
conhecida;O
,;O
 ;O
por;O
 ;O
maioria;O
,;O
 ;O
pelo;O
 ;O
Plenário;O
 ;O
deste;O
 ;O
Supremo;O
 ;O
Tribunal;O
 ;O
Federal;O
 ;O
porque;O
 ;O
“se;O
 ;O
tratava;O
,;O
 ;O
na;O
 ;O
hipótese;O
,;O
 ;O
de;O
 ;O
uma;O
 ;O
omissão;O
 ;O
legislativa;O
 ;O
parcial;O
,;O
 ;O
de;O
 ;O
modo;O
 ;O
que;O
 ;O
a;O
 ;O
declaração;O
 ;O
de;O
 ;O
inconstitucionalidade;O
 ;O
do;O
 ;O
dispositivo;O
 ;O
legal;O
 ;O
impugnado;O
 ;O
não;O
 ;O
se;O
 ;O
prestaria;O
 ;O
para;O
 ;O
atingir;O
 ;O
a;O
 ;O
finalidade;O
 ;O
almejada;O
 ;O
–;O
 ;O
a;O
 ;O
regulamentação;O
 ;O
constitucional;O
 ;O
e;O
,;O
 ;O
em;O
 ;O
última;O
 ;O
análise;O
,;O
 ;O
a;O
 ;O
proteção;O
 ;O
da;O
 ;O
sociedade;O
 ;O
–;O
 ;O
o;O
 ;O
que;O
 ;O
somente;O
 ;O
seria;O
 ;O
possível;O
 ;O
através;O
 ;O
da;O
 ;O
extensão;O
 ;O
da;O
 ;O
norma;O
 ;O
(;O
legislador;O
 ;O
positivo;O
);O
,;O
 ;O
e;O
 ;O
não;O
 ;O
de;O
 ;O
sua;O
 ;O
supressão”;O
.;O
 ;O
"
";O
"
";O
Destaca;O
 ;O
haver;O
 ;O
projetos;O
 ;O
de;O
 ;O
lei;O
 ;O
em;O
 ;O
tramitação;O
 ;O
no;O
 ;O
Congresso;O
 ;O
Nacional;O
 ;O
(;O
PL;O
 ;O
2733;O
 ;O
e;O
 ;O
PL;O
 ;O
4846;O
,;O
 ;O
por;O
 ;O
exemplo;O
);O
 ;O
que;O
,;O
 ;O
entretanto;O
,;O
 ;O
não;O
 ;O
têm;O
 ;O
sido;O
 ;O
objeto;O
 ;O
de;O
 ;O
deliberações;O
 ;O
pelas;O
 ;O
Casas;O
 ;O
Legislativas;O
,;O
 ;O
o;O
 ;O
que;O
 ;O
evidenciaria;O
 ;O
a;O
 ;O
“omissão;O
 ;O
legislativa;O
 ;O
parcial;O
,;O
 ;O
agravada;O
 ;O
pelo;O
 ;O
desarrazoado;O
 ;O
transcurso;O
 ;O
de;O
 ;O
tempo;O
,;O
 ;O
em;O
 ;O
assunto;O
 ;O
de;O
 ;O
relevante;O
 ;O
interesse;O
 ;O
social”;O
.;O
 ;O
"
";O
"
";O
Pede;O
 ;O
“seja;O
 ;O
declarada;O
 ;O
a;O
 ;O
mora;O
 ;O
legislativa;O
 ;O
parcial;O
 ;O
quanto;O
 ;O
à;O
 ;O
regulamentação;O
 ;O
do;O
 ;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
220;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
§;I_Ref. Legislativa
 ;I_Ref. Legislativa
4º;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;I_Ref. Legislativa
da;I_Ref. Legislativa
 ;I_Ref. Legislativa
Constituição;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;O
com;O
 ;O
extensão;O
 ;O
das;O
 ;O
normas;O
 ;O
previstas;O
 ;O
na;O
 ;O
Lei;B_Ref. Legislativa
 ;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
9.294/96;I_Ref. Legislativa
 ;I_Ref. Legislativa
a;O
 ;O
todas;O
 ;O
as;O
 ;O
bebidas;O
 ;O
alcoólicas;O
,;O
 ;O
independentemente;O
 ;O
do;O
 ;O
seu;O
 ;O
teor;O
 ;O
de;O
 ;O
álcool;O
,;O
 ;O
até;O
 ;O
que;O
 ;O
seja;O
 ;O
superada;O
 ;O
a;O
 ;O
lacuna;O
 ;O
legislativa”;O
.;O
 ;O
"
";O
"
";O
3;O
.;O
 ;O
Em;O
 ;O
10.12.2012;O
,;O
 ;O
adotei;O
 ;O
o;O
 ;O
rito;O
 ;O
do;O
 ;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
12;I_Ref. Legislativa
 ;I_Ref. Legislativa
da;I_Ref. Legislativa
 ;I_Ref. Legislativa
Lei;I_Ref. Legislativa
 ;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
9.868/1999;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;O
"
";O
"
";O
4;O
.;O
 ;O
A;O
 ;O
CERVBRASIL;O
 ;O
–;O
 ;O
Associação;O
 ;O
Brasileira;O
 ;O
da;O
 ;O
Indústria;O
 ;O
da;O
 ;O
Cerveja;O
 ;O
e;O
 ;O
a;O
 ;O
ABERT;O
 ;O
–;O
 ;O
Associação;O
 ;O
Brasileira;O
 ;O
das;O
 ;O
Emissoras;O
 ;O
de;O
 ;O
Rádio;O
 ;O
e;O
 ;O
Televisão;O
 ;O
foram;O
 ;O
admitidas;O
 ;O
como;O
 ;O
amici;O
 ;O
curiae;O
.;O
 ;O
"
";O
"
";O
5;O
.;O
 ;O
Em;O
 ;O
suas;O
 ;O
informações;O
,;O
 ;O
o;O
 ;O
Senado;O
 ;O
Federal;O
 ;O
manifestou;O
-;O
se;O
 ;O
pelo;O
 ;O
não;O
 ;O
conhecimento;O
 ;O
da;O
 ;O
ação;O
 ;O
e;O
,;O
 ;O
no;O
 ;O
mérito;O
,;O
 ;O
por;O
 ;O
sua;O
 ;O
improcedência;O
.;O
 ;O
"
";O
"
";O
Após;O
 ;O
relatar;O
 ;O
a;O
 ;O
tramitação;O
 ;O
do;O
 ;O
Projeto;B_Ref. Legislativa
 ;I_Ref. Legislativa
de;I_Ref. Legislativa
 ;I_Ref. Legislativa
Lei;I_Ref. Legislativa
 ;I_Ref. Legislativa
(;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
4.556/1989;I_Ref. Legislativa
 ;I_Ref. Legislativa
-;I_Ref. Legislativa
 ;I_Ref. Legislativa
Câmara;I_Ref. Legislativa
 ;I_Ref. Legislativa
dos;I_Ref. Legislativa
 ;I_Ref. Legislativa
Deputados;I_Ref. Legislativa
 ;I_Ref. Legislativa
e;I_Ref. Legislativa
 ;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
114/1992;I_Ref. Legislativa
 ;I_Ref. Legislativa
–;I_Ref. Legislativa
 ;I_Ref. Legislativa
Senado;I_Ref. Legislativa
 ;I_Ref. Legislativa
Federal;I_Ref. Legislativa
);I_Ref. Legislativa
 ;O
que;O
 ;O
se;O
 ;O
converteu;O
 ;O
na;O
 ;O
Lei;B_Ref. Legislativa
 ;I_Ref. Legislativa
n;I_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
9.294/1996;I_Ref. Legislativa
,;I_Ref. Legislativa
 ;O
o;O
 ;O
Senado;O
 ;O
Federal;O
 ;O
argumentou;O
 ;O
que;O
 ;O
“o;O
 ;O
pedido;O
 ;O
formulado;O
 ;O
pelo;O
 ;O
autor;O
 ;O
na;O
 ;O
presente;O
 ;O
Ação;O
 ;O
Direta;O
 ;O
de;O
 ;O
Inconstitucionalidade;O
 ;O
desborda;O
 ;O
do;O
 ;O
regramento;O
 ;O
legal;O
 ;O
aplicável;O
 ;O
à;O
 ;O
espécie;O
 ;O
[porque];O
 ;O
a;O
 ;O
lei;O
 ;O
não;O
 ;O
autoriza;O
 ;O
o;O
 ;O
Supremo;O
 ;O
Tribunal;O
 ;O
Federal;O
,;O
 ;O
sponte;O
 ;O
propria;O
,;O
 ;O
a;O
 ;O
suprir;O
 ;O
a;O
 ;O
eventual;O
 ;O
omissão;O
 ;O
inconstitucional;O
,;O
 ;O
mas;O
 ;O
prescreve;O
 ;O
tão;O
 ;O
somente;O
 ;O
que;O
 ;O
a;O
 ;O
Corte;O
 ;O
determine;O
 ;O
a;O
 ;O
adoção;O
 ;O
de;O
 ;O
providências;O
 ;O
-;O
 ;O
e;O
 ;O
possibilita;O
,;O
 ;O
em;O
 ;O
caso;O
 ;O
de;O
 ;O
cautelar;O
 ;O
(;O
art;B_Ref. Legislativa
.;I_Ref. Legislativa
 ;I_Ref. Legislativa
l2;I_Ref. Legislativa
-;I_Ref. Legislativa
F;I_Ref. Legislativa
);I_Ref. Legislativa
,;O
 ;O
a;O
 ;O
suspensão;O
 ;O
da;O
 ;O
eficácia;O
 ;O
da;O
 ;O
norma;O
 ;O
impugnada;O
 ;O
no;O
 ;O
caso;O
 ;O
de;O
 ;O
omissão;O
 ;O
parcial;O
 ;O
(;O
…;O
);O
 ;O
Assim;O
,;O
 ;O
diante;O
 ;O
da;O
 ;O
impossibilidade;O
 ;O
jurídica;O
 ;O
do;O
 ;O
pedido;O
,;O
 ;O
requer;O
-;O
se;O
 ;O
o;O
 ;O
não;O
 ;O
conhecimento;O
 ;O
da;O
 ;O
ADO”;O
.;O
 ;O
"
";O
"
";O
No;O
 ;O
mérito;O
,;O
 ;O
defendeu;O
 ;O
a;O
 ;O
improcedência;O
 ;O
do;O
 ;O
pedido;O
.;O
 ;O
"
";O
"
";O
Alegou;O
 ;O
que;O
 ;O
“a;O
 ;O
motivação;O
 ;O
para;O
 ;O
a;O
 ;O
rejeição;O
 ;O
da;O
 ;O
emenda;O
 ;O
citada;O
,;O
 ;O
que;O
 ;O
previa;O
 ;O
a;O
 ;O
aplicação;O
 ;O
das;O
 ;O
restrições;O
 ;O
a;O
 ;O
todas;O
 ;O
as;O
 ;O
bebidas;O
 ;O
alcoólicas;O
,;O
 ;O
consta;O
 ;O
do;O
 ;O
Parecer;O
 ;O
do;O
 ;O
Senador;B_Pessoa
 ;I_Pessoa
Gilvam;I_Pessoa
 ;I_Pessoa
Borges;I_Pessoa
,;I_Pessoa
 ;O
aprovado;O
 ;O
pelo;O
 ;O
Plenário;O
 ;O
da;O
 ;O
CAS;O
,;O
 ;O
e;O
 ;O
diz;O
 ;O
respeito;O
 ;O
a;O
 ;O
dois;O
 ;O
fundamentos;O
:;O
 ;O
primeiro;O
,;O
 ;O
porque;O
 ;O
a;O
 ;O
emenda;O
 ;O
modificava;O
 ;O
as;O
 ;O
regras;O
 ;O
estabelecidas;O
 ;O
e;O
 ;O
amplamente;O
 ;O
aceitas;O
 ;O
pela;O
 ;O
sociedade;O
 ;O
civil;O
 ;O
no;O
 ;O
CONAR;O
 ;O
(;O
Código;O
 ;O
Nacional;O
 ;O
de;O
 ;O
Autorregulamentação;O
 ;O
Publicitária;O
);O
";";O
 ;O
segundo;O
,;O
 ;O
por;O
 ;O
alegadamente;O
 ;O
desprezar;O
 ;O
os;O
 ;O
debates;O
 ;O
havidos;O
,;O
 ;O
até;O
 ;O
então;O
,;O
 ;O
com;O
 ;O
as;O
 ;O
entidades;O
 ;O
da;O
 ;O
sociedade;O
 ;O
civil;O
.;O
 ;O
Veja;O
-;O
se;O
,;O
 ;O
portanto;O
,;O
 ;O
que;O
 ;O
o;O
 ;O
Senado;O
 ;O
Federal;O
 ;O
debateu;O
 ;O
efetivamente;O
 ;O
a;O
 ;O
questão;O
,;O
 ;O
entendendo;O
 ;O
adequada;O
 ;O
a;O
 ;O
restrição;O
 ;O
da;O
 ;O
publicidade;O
,;O
 ;O
por;O
 ;O
meio;O
 ;O
de;O
 ;O
Lei;O
,;O
 ;O
apenas;O
 ;O
para;O
 ;O
as;O
 ;O
bebidas;O
 ;O
alcoólicas;O
 ;O
com;O
 ;O
titulação;O
 ;O
superior;O
 ;O
a;O
 ;O
13°Gay;O
 ;O
Lussac”;O
.;O
 ;O
"
";O
"
";O
Invocando;O
 ;O
o;O
 ;O
princípio;O
 ;O
da;O
 ;O
subsidiariedade;O
,;O
 ;O
alegou;O
 ;O
que;O
 ;O
o;O
 ;O
Conselho;O
 ;O
Nacional;O
 ;O
de;O
 ;O
Autorregulamentação;O
 ;O
Publicitária;O
 ;O
–;O
 ;O
CONAR;O
 ;O
“conta;O
 ;O
com;O
 ;O
a;O
 ;O
adesão;O
 ;O
dos;O
 ;O
maiores;O
 ;O
veículos;O
 ;O
de;O
 ;O
comunicação;O
 ;O
de;O
 ;O
nosso;O
 ;O
País;O
,;O
 ;O
tendo;O
 ;O
força;O
 ;O
expressiva;O
 ;O
e;O
 ;O
suficiente;O
 ;O
para;O
 ;O
fazer;O
 ;O
valer;O
 ;O
as;O
 ;O
suas;O
 ;O
decisões;O
 ;O
em;O
 ;O
caso;O
 ;O
de;O
 ;O
violações;O
 ;O
éticas;O
 ;O
ou;O
